symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
MYLK,439,-0.21,0.75,-0.3,0.11,0.04
PLD1,136,-0.13,0.47,-0.3,0.11,0.04
LARP4B,1360,-0.04,0.15,-0.3,0.11,0.04
PSPC1,756,0.04,0.14,0.3,0.11,0.04
ARMCX6,418,-0.06,0.21,-0.3,0.11,0.04
SLC17A5,279,0.06,0.22,0.3,0.11,0.04
GAS6.AS1,67,-0.25,0.88,-0.3,0.11,0.04
ST7,146,-0.11,0.37,-0.3,0.11,0.04
UCK1,344,-0.05,0.16,-0.3,0.11,0.04
SETD9,90,-0.17,0.6,-0.3,0.11,0.04
DPY19L4,246,0.09,0.3,0.3,0.11,0.04
NDUFS5,1442,-0.06,0.22,-0.3,0.11,0.04
UBE2V2,1104,0.03,0.12,0.3,0.11,0.04
CYB561D1,570,0.06,0.22,0.3,0.11,0.04
PIK3R5.DT,98,-0.09,0.31,-0.3,0.11,0.04
RFXANK,444,-0.08,0.28,-0.3,0.11,0.04
MAP2K4,786,0.05,0.18,0.3,0.11,0.04
ZBTB11,1030,-0.07,0.24,-0.3,0.11,0.04
UFD1,785,0.05,0.17,0.3,0.11,0.04
VDAC3,1843,-0.06,0.2,-0.3,0.11,0.04
RANGAP1,709,0.06,0.2,0.3,0.11,0.04
CRISPLD2,800,-0.12,0.41,-0.3,0.11,0.04
ATP5F1B,6713,-0.05,0.16,-0.3,0.11,0.04
ST8SIA4,1567,-0.04,0.15,-0.3,0.11,0.04
ST3GAL3,149,-0.11,0.4,-0.3,0.11,0.04
NSRP1,454,0.06,0.21,0.3,0.11,0.04
RAB3IP,208,0.09,0.31,0.3,0.11,0.04
ABCB7,612,0.05,0.19,0.3,0.11,0.04
RIDA,146,-0.09,0.32,-0.3,0.11,0.04
MMRN1,186,0.17,0.59,0.3,0.11,0.04
UBE2Q2,1333,0.05,0.19,0.3,0.11,0.04
PDPK1,1131,-0.05,0.17,-0.3,0.11,0.04
TIMM29,105,-0.07,0.26,-0.3,0.11,0.04
PPRC1,250,-0.07,0.24,-0.3,0.11,0.04
PTPRJ,3407,-0.05,0.17,-0.3,0.11,0.04
TMED4,1138,0.03,0.12,0.3,0.11,0.04
LMTK2,431,-0.07,0.23,-0.3,0.11,0.04
TMED3,545,0.08,0.26,0.3,0.11,0.04
SF1,4492,-0.06,0.21,-0.3,0.11,0.04
MPLKIP,379,-0.05,0.19,-0.3,0.11,0.04
LONRF3,145,-0.1,0.35,-0.3,0.11,0.04
DIABLO,455,0.05,0.17,0.3,0.11,0.04
OXLD1,202,0.06,0.23,0.3,0.11,0.04
DENND1C,992,0.07,0.25,0.3,0.11,0.04
LINC.PINT,181,-0.13,0.45,-0.3,0.11,0.04
GTF2IRD1P1.1,85,-0.1,0.37,-0.3,0.11,0.04
KDSR,785,0.05,0.19,0.3,0.11,0.04
POMGNT1,305,0.05,0.19,0.3,0.11,0.04
LMBRD2,434,0.09,0.34,0.3,0.11,0.04
FBH1,824,-0.07,0.24,-0.3,0.11,0.04
COQ7,235,0.07,0.24,0.3,0.11,0.04
SNX5,1661,0.03,0.12,0.3,0.11,0.04
DGKH,145,-0.07,0.26,-0.3,0.11,0.04
CPSF3,784,0.04,0.13,0.3,0.11,0.04
CPSF7,1728,-0.05,0.18,-0.3,0.11,0.04
PDSS1,78,-0.1,0.36,-0.3,0.11,0.04
ZNF783,291,-0.1,0.35,-0.3,0.11,0.04
RRM2,93,-0.13,0.45,-0.3,0.11,0.04
THAP3,147,0.07,0.25,0.3,0.11,0.04
COPG2,440,0.07,0.26,0.3,0.11,0.04
SFMBT2,614,0.09,0.31,0.3,0.11,0.04
FERRY3,331,-0.08,0.28,-0.3,0.11,0.04
ACTG1,36978,-0.05,0.19,-0.3,0.11,0.04
CDC42SE1,6793,0.05,0.19,0.3,0.11,0.04
LINC01138,206,-0.11,0.39,-0.3,0.11,0.04
PDLIM1,777,0.15,0.53,0.3,0.11,0.04
TRIM14,1478,0.06,0.2,0.3,0.11,0.04
ELK3,1817,-0.06,0.22,-0.3,0.11,0.04
RBM42,664,0.04,0.14,0.3,0.11,0.04
LLPH,898,0.05,0.17,0.3,0.11,0.04
TYW5,174,0.08,0.29,0.3,0.11,0.04
LNC.WAL,276,-0.12,0.43,-0.3,0.11,0.04
SCP2,2555,-0.05,0.18,-0.3,0.11,0.04
TAF12,532,-0.04,0.16,-0.3,0.11,0.04
RMND1,226,-0.06,0.21,-0.3,0.11,0.04
AP2M1,3381,0.04,0.15,0.3,0.11,0.04
ATP10A,375,0.1,0.38,0.3,0.11,0.04
LINC00938,198,-0.06,0.22,-0.3,0.11,0.04
RNF114,1708,-0.03,0.11,-0.3,0.11,0.04
UBN1,1024,0.07,0.24,0.3,0.11,0.04
POR,637,-0.07,0.24,-0.3,0.11,0.04
FOXK1,610,-0.06,0.2,-0.3,0.11,0.04
IGLV6.57,20,0.2,0.72,0.3,0.11,0.04
CBX5,1020,0.05,0.19,0.3,0.11,0.04
PPP6R3,1573,-0.03,0.12,-0.3,0.11,0.04
MAGOHB,259,0.07,0.26,0.3,0.11,0.04
RAD23B,2489,-0.04,0.15,-0.3,0.11,0.04
CARF,140,0.11,0.41,0.3,0.11,0.04
HDGF,3107,0.05,0.18,0.3,0.11,0.04
AK3,757,0.07,0.24,0.3,0.11,0.04
ALG8,332,-0.06,0.22,-0.3,0.11,0.04
TVP23B,582,0.07,0.26,0.3,0.11,0.04
PHF2,799,-0.04,0.13,-0.3,0.11,0.04
CNPY2,608,-0.04,0.15,-0.3,0.11,0.04
LINC00891,67,-0.12,0.44,-0.3,0.11,0.04
DHRSX.1,85,0.19,0.7,0.3,0.11,0.04
HDAC9,767,-0.11,0.41,-0.3,0.1,0.04
ATG2B,656,-0.07,0.24,-0.3,0.1,0.04
RBM22,1466,0.03,0.12,0.3,0.1,0.04
LPGAT1,2429,-0.04,0.15,-0.3,0.1,0.04
PTPRO,259,-0.06,0.22,-0.3,0.1,0.04
STX8,555,0.04,0.16,0.3,0.1,0.04
PRMT3,238,-0.07,0.26,-0.3,0.1,0.04
PRKAR1B,213,0.11,0.4,0.3,0.1,0.04
TRAPPC2B,97,0.1,0.37,0.3,0.1,0.04
F8A2,55,-0.83,3.06,-0.3,0.1,0.04
ZC3H11A,2604,0.04,0.16,0.3,0.1,0.04
WRN,286,0.09,0.33,0.3,0.1,0.04
ZNF791,348,-0.06,0.23,-0.3,0.1,0.04
VPS13A,614,-0.09,0.34,-0.3,0.1,0.04
IKZF5,602,0.06,0.21,0.3,0.1,0.04
FRG1BP.1,160,0.17,0.63,0.3,0.1,0.04
ADGRL1,177,0.13,0.5,0.3,0.1,0.04
TMED2,3896,-0.04,0.15,-0.3,0.1,0.04
DPM2,223,-0.05,0.17,-0.3,0.1,0.04
TMEM69,449,0.04,0.15,0.3,0.1,0.04
LRRC37A,62,-0.16,0.59,-0.3,0.1,0.04
PPA1,2218,-0.05,0.18,-0.3,0.1,0.04
ZNF124,121,0.07,0.25,0.3,0.1,0.04
ZSCAN26,279,0.07,0.26,0.3,0.1,0.04
HLA.DQB2,86,-0.43,1.58,-0.3,0.1,0.04
TMEM185A,287,-0.08,0.29,-0.3,0.1,0.04
ZFP69,138,-0.07,0.25,-0.3,0.1,0.04
ZNF397,222,0.08,0.3,0.3,0.1,0.04
POLR1G,138,-0.07,0.25,-0.3,0.1,0.04
ZNF484,107,0.07,0.27,0.3,0.1,0.04
RTP4,227,0.1,0.39,0.3,0.1,0.04
SNHG12,93,-0.13,0.5,-0.3,0.1,0.04
ZNF235,127,0.12,0.47,0.3,0.1,0.04
ORC4,613,-0.04,0.16,-0.3,0.1,0.04
PDCD5,436,0.06,0.23,0.3,0.1,0.04
KIF16B,224,0.09,0.33,0.3,0.1,0.04
ETFDH,351,-0.07,0.26,-0.3,0.1,0.04
SNAP29,1051,-0.04,0.17,-0.3,0.1,0.04
CRTC1,271,-0.07,0.27,-0.3,0.1,0.04
KLF3,2813,0.03,0.11,0.3,0.1,0.04
H2AZ1,2113,0.04,0.14,0.3,0.1,0.04
LMAN2,2152,0.06,0.22,0.3,0.1,0.04
TBC1D4,909,0.09,0.35,0.3,0.1,0.04
CFL2,180,-0.1,0.36,-0.3,0.1,0.04
ZNF277,1120,-0.03,0.13,-0.3,0.1,0.04
PVT1,181,-0.06,0.22,-0.3,0.1,0.04
ZSCAN32,277,0.07,0.27,0.3,0.1,0.04
FIP1L1,1121,-0.04,0.15,-0.3,0.1,0.04
SRP14,3014,-0.04,0.16,-0.3,0.1,0.04
PGGT1B,714,-0.08,0.29,-0.3,0.1,0.04
ATL3,1894,0.05,0.19,0.3,0.1,0.04
INF2,439,-0.08,0.29,-0.3,0.1,0.04
TRIM27,1053,-0.03,0.13,-0.3,0.1,0.04
MDP1,123,-0.08,0.31,-0.3,0.1,0.04
CLCC1,366,0.05,0.17,0.3,0.1,0.04
PIK3R4,595,-0.1,0.37,-0.3,0.1,0.04
SPAST,928,-0.04,0.14,-0.3,0.1,0.04
CAAP1,384,0.07,0.25,0.3,0.1,0.04
BET1,400,0.07,0.27,0.3,0.1,0.04
C1orf216,238,-0.06,0.21,-0.3,0.1,0.04
LINC00662,133,-0.06,0.24,-0.3,0.1,0.04
NEK1,244,0.08,0.31,0.3,0.1,0.04
LINC03014,108,-0.1,0.36,-0.3,0.1,0.04
GTDC1,349,-0.06,0.23,-0.3,0.1,0.04
RNF2,690,-0.05,0.18,-0.3,0.1,0.04
NIT2,295,-0.05,0.19,-0.3,0.1,0.04
ZNF81,201,-0.09,0.36,-0.3,0.1,0.04
UCP2,5496,0.03,0.13,0.3,0.1,0.04
TMEM258,645,0.04,0.17,0.3,0.1,0.04
LETMD1,756,0.05,0.19,0.3,0.1,0.04
PDHB,1253,0.04,0.16,0.3,0.1,0.04
TMEM242,295,-0.06,0.22,-0.3,0.1,0.04
UTP15,250,0.04,0.16,0.3,0.1,0.04
PMM1,224,-0.05,0.2,-0.3,0.1,0.04
MRPL11,548,0.06,0.24,0.3,0.1,0.04
HSPB1,293,0.09,0.34,0.3,0.1,0.04
FLYWCH2,129,-0.07,0.26,-0.3,0.1,0.04
C22orf39,596,-0.05,0.21,-0.3,0.1,0.04
ZSCAN29,492,-0.05,0.18,-0.3,0.1,0.04
RPS6KA1,3143,0.04,0.16,0.3,0.1,0.04
POLR3K,198,-0.08,0.31,-0.3,0.1,0.04
GALNT2,1165,0.06,0.23,0.3,0.1,0.04
XRN2,2721,0.04,0.16,0.3,0.1,0.04
IFT74,144,0.07,0.27,0.3,0.1,0.04
ANKMY1,207,0.06,0.24,0.3,0.1,0.04
ACOT7,104,0.09,0.34,0.3,0.1,0.03
PDCL,360,-0.06,0.24,-0.3,0.1,0.03
ZNF75A,262,0.07,0.29,0.3,0.1,0.03
RABEP2,153,-0.1,0.39,-0.3,0.1,0.03
DIS3L2,261,-0.07,0.29,-0.3,0.1,0.03
FOXJ2,700,-0.03,0.14,-0.3,0.1,0.03
GNB1,6817,0.04,0.15,0.3,0.1,0.03
COCH,62,0.16,0.62,0.3,0.1,0.03
CNIH1,1778,-0.05,0.2,-0.3,0.1,0.03
PIN4,314,-0.06,0.25,-0.3,0.1,0.03
ERGIC3,2402,-0.04,0.15,-0.3,0.1,0.03
C12orf43,327,0.05,0.21,0.3,0.1,0.03
YDJC,166,0.06,0.23,0.3,0.1,0.03
APRT,1137,-0.05,0.19,-0.3,0.1,0.03
SAMD4A.AS1,172,-0.2,0.8,-0.3,0.1,0.03
MAD2L1BP,215,-0.07,0.29,-0.3,0.1,0.03
HIF1AN,1200,0.07,0.28,0.3,0.1,0.03
SENP7,794,-0.04,0.17,-0.3,0.1,0.03
GTF2B,796,0.04,0.15,0.3,0.1,0.03
HELLS,60,-0.1,0.39,-0.3,0.1,0.03
ZDHHC24,261,0.04,0.15,0.3,0.1,0.03
DCTPP1,367,0.06,0.24,0.3,0.1,0.03
SNHG8,1206,-0.08,0.32,-0.3,0.1,0.03
WBP1L,1972,0.03,0.13,0.3,0.1,0.03
LRRC28,216,0.06,0.25,0.3,0.1,0.03
RANGRF,264,0.04,0.18,0.3,0.1,0.03
ZFYVE1,287,-0.05,0.19,-0.3,0.1,0.03
LEO1,434,0.06,0.22,0.3,0.1,0.03
C19orf53,981,0.04,0.15,0.3,0.1,0.03
MVK,79,0.08,0.32,0.3,0.1,0.03
GNPDA1,738,0.04,0.17,0.3,0.1,0.03
EXTL3,731,0.08,0.32,0.3,0.1,0.03
RRAGB,136,-0.09,0.36,-0.3,0.1,0.03
PEX11B,480,0.04,0.17,0.3,0.1,0.03
BOD1,341,-0.04,0.14,-0.3,0.1,0.03
DDX19A,765,0.05,0.19,0.3,0.1,0.03
PSME1,5048,0.03,0.12,0.3,0.1,0.03
CFAP410,216,-0.1,0.38,-0.3,0.1,0.03
ZNF282,205,0.06,0.26,0.3,0.1,0.03
PHLDA1,58,0.15,0.58,0.3,0.1,0.03
MRPL47,507,-0.04,0.17,-0.3,0.1,0.03
POLR1C,189,0.06,0.25,0.3,0.1,0.03
ERVK3.1,517,0.05,0.19,0.2,0.1,0.03
ZNF276,653,-0.1,0.42,-0.2,0.1,0.03
KIAA0232,858,-0.05,0.22,-0.2,0.1,0.03
NDUFA6,963,-0.06,0.23,-0.2,0.1,0.03
EOLA2,291,-0.05,0.21,-0.2,0.1,0.03
UTY,231,0.62,2.5,0.2,0.1,0.03
CLPTM1,1079,-0.04,0.14,-0.2,0.09,0.03
SRSF1,3858,-0.02,0.09,-0.2,0.09,0.03
DDX11,149,-0.14,0.59,-0.2,0.09,0.03
GABARAPL2,1556,-0.05,0.21,-0.2,0.09,0.03
GINM1,653,-0.04,0.16,-0.2,0.09,0.03
RC3H2,1132,-0.03,0.14,-0.2,0.09,0.03
SEL1L,2488,0.05,0.21,0.2,0.09,0.03
IPO11,253,-0.08,0.31,-0.2,0.09,0.03
CDC23,500,0.05,0.22,0.2,0.09,0.03
TOMM22,1389,-0.04,0.17,-0.2,0.09,0.03
FBXO3,639,0.05,0.18,0.2,0.09,0.03
TXNDC15,747,-0.04,0.18,-0.2,0.09,0.03
PDCL3,559,-0.05,0.19,-0.2,0.09,0.03
PARK7,3316,-0.04,0.18,-0.2,0.09,0.03
EXOC8,428,0.06,0.25,0.2,0.09,0.03
PTBP3,5600,0.03,0.14,0.2,0.09,0.03
BTBD2,757,-0.03,0.13,-0.2,0.09,0.03
MED6,403,-0.04,0.17,-0.2,0.09,0.03
ANXA7,2622,0.04,0.18,0.2,0.09,0.03
PPP1R18,3324,-0.04,0.16,-0.2,0.09,0.03
MAML1,830,0.04,0.18,0.2,0.09,0.03
ARIH1,1451,0.04,0.17,0.2,0.09,0.03
ZBTB49,80,0.08,0.33,0.2,0.09,0.03
ZNF440,115,0.06,0.26,0.2,0.09,0.03
ZNF562,239,-0.06,0.23,-0.2,0.09,0.03
MIGA1,367,-0.05,0.2,-0.2,0.09,0.03
GPR89B,190,-0.08,0.32,-0.2,0.09,0.03
ZNF548,317,-0.09,0.38,-0.2,0.09,0.03
NUP50.DT,111,-0.12,0.49,-0.2,0.09,0.03
GTF2IP4,529,0.29,1.19,0.2,0.09,0.03
ACADM,841,-0.05,0.2,-0.2,0.09,0.03
CDK19,756,0.04,0.16,0.2,0.09,0.03
MPRIP,1369,-0.04,0.16,-0.2,0.09,0.03
CRELD2,287,-0.05,0.21,-0.2,0.09,0.03
SLC7A6OS,772,0.06,0.24,0.2,0.09,0.03
GMPR2,986,-0.03,0.13,-0.2,0.09,0.03
DESI2,658,0.04,0.18,0.2,0.09,0.03
HLA.DRA,45866,-0.05,0.2,-0.2,0.09,0.03
IL18RAP,310,0.13,0.52,0.2,0.09,0.03
CIPC,309,0.05,0.2,0.2,0.09,0.03
PAG1,2081,0.06,0.24,0.2,0.09,0.03
KDM3A,1155,-0.05,0.19,-0.2,0.09,0.03
USP30.AS1,77,0.1,0.4,0.2,0.09,0.03
ELF4,1435,-0.04,0.17,-0.2,0.09,0.03
SLC14A1,68,0.15,0.62,0.2,0.09,0.03
CDIPT,766,-0.03,0.14,-0.2,0.09,0.03
AFTPH,1804,-0.03,0.12,-0.2,0.09,0.03
DBR1,463,0.05,0.23,0.2,0.09,0.03
TAPBPL,500,-0.06,0.25,-0.2,0.09,0.03
SAP18,2577,0.04,0.15,0.2,0.09,0.03
UQCRB,5426,-0.05,0.19,-0.2,0.09,0.03
OSTM1,1595,0.04,0.16,0.2,0.09,0.03
EPS15,2107,0.04,0.17,0.2,0.09,0.03
NLK,408,0.04,0.15,0.2,0.09,0.03
DCUN1D4,394,-0.07,0.28,-0.2,0.09,0.03
MRPL2,202,-0.04,0.18,-0.2,0.09,0.03
TARDBP,2244,0.03,0.12,0.2,0.09,0.03
CCNB1,54,0.1,0.42,0.2,0.09,0.03
TAF5L,534,-0.04,0.16,-0.2,0.09,0.03
ABHD2,2184,0.08,0.32,0.2,0.09,0.03
EIF2A,2644,-0.04,0.17,-0.2,0.09,0.03
ATP5F1A,7902,-0.04,0.16,-0.2,0.09,0.03
WDR19,96,0.09,0.39,0.2,0.09,0.03
TMEM154,1809,0.04,0.18,0.2,0.09,0.03
HSPA4,1827,0.04,0.15,0.2,0.09,0.03
SGTB,846,0.04,0.19,0.2,0.09,0.03
TMEM184B,343,0.05,0.21,0.2,0.09,0.03
TBKBP1,114,0.09,0.38,0.2,0.09,0.03
IFNG.AS1,57,0.21,0.89,0.2,0.09,0.03
SMYD5,287,0.07,0.29,0.2,0.09,0.03
TSC22D4,1496,0.03,0.14,0.2,0.09,0.03
CDK2AP2,615,-0.05,0.2,-0.2,0.09,0.03
MTMR2,401,0.06,0.26,0.2,0.09,0.03
TMEM60,383,0.06,0.23,0.2,0.09,0.03
GTPBP6.1,300,0.41,1.74,0.2,0.09,0.03
ZFY,239,0.7,2.95,0.2,0.09,0.03
NCBP2,1433,0.03,0.15,0.2,0.09,0.03
SCAF4,629,-0.05,0.2,-0.2,0.09,0.03
CALCOCO1,1276,-0.07,0.28,-0.2,0.09,0.03
NOL12,263,-0.05,0.23,-0.2,0.09,0.03
FANCM,135,0.06,0.27,0.2,0.09,0.03
ZNF747,181,0.05,0.2,0.2,0.09,0.03
SDHC,1653,0.04,0.15,0.2,0.09,0.03
BBC3,170,-0.06,0.26,-0.2,0.09,0.03
TASOR2,541,-0.06,0.24,-0.2,0.09,0.03
DEK,4295,0.03,0.13,0.2,0.09,0.03
PRKRIP1,346,-0.07,0.3,-0.2,0.09,0.03
SNRPF,630,-0.06,0.26,-0.2,0.09,0.03
EPS8,125,0.11,0.45,0.2,0.09,0.03
ATG4B,597,-0.06,0.26,-0.2,0.09,0.03
PCGF5,3118,-0.03,0.14,-0.2,0.09,0.03
KLRK1.AS1,293,0.12,0.51,0.2,0.09,0.03
ACTR8,523,-0.06,0.26,-0.2,0.09,0.03
C3orf38,591,0.04,0.15,0.2,0.09,0.03
CD47,3447,0.04,0.17,0.2,0.09,0.03
RAB4A,964,-0.06,0.27,-0.2,0.09,0.03
AIMP1,1254,0.03,0.13,0.2,0.09,0.03
SPRYD4,126,-0.1,0.41,-0.2,0.09,0.03
MYLK.AS1,160,-0.16,0.71,-0.2,0.09,0.03
ASCC3,839,0.05,0.21,0.2,0.09,0.03
KLHL7,407,-0.03,0.14,-0.2,0.09,0.03
MDH1,1645,0.04,0.17,0.2,0.09,0.03
JMJD6,356,-0.04,0.16,-0.2,0.09,0.03
ENO2,353,0.08,0.33,0.2,0.09,0.03
SLC2A4RG,539,-0.05,0.24,-0.2,0.09,0.03
OSER1,767,0.04,0.17,0.2,0.09,0.03
IMPA1,523,0.05,0.21,0.2,0.09,0.03
PPM1L,594,0.06,0.24,0.2,0.09,0.03
POLR2H,295,0.04,0.17,0.2,0.09,0.03
TNFRSF10C,136,-0.1,0.42,-0.2,0.09,0.03
BANF1,1590,0.04,0.15,0.2,0.09,0.03
PIK3C3,897,0.04,0.19,0.2,0.09,0.03
MTIF2,506,-0.03,0.15,-0.2,0.09,0.03
USP42,254,0.05,0.22,0.2,0.09,0.03
SCO1,470,-0.03,0.14,-0.2,0.09,0.03
VARS2,262,-0.07,0.32,-0.2,0.09,0.03
SH3GL1,417,-0.04,0.16,-0.2,0.09,0.03
RABL2A,155,-0.1,0.44,-0.2,0.09,0.03
PIGX,478,-0.05,0.23,-0.2,0.09,0.03
SNAPC3,502,0.03,0.12,0.2,0.09,0.03
ZNF445,441,-0.05,0.22,-0.2,0.09,0.03
TXLNGY.1,429,0.59,2.57,0.2,0.09,0.03
SLC25A6.1,5084,0.06,0.27,0.2,0.09,0.03
CD2BP2,1149,-0.02,0.11,-0.2,0.09,0.03
DHX33,220,-0.05,0.23,-0.2,0.09,0.03
NQO1,61,0.11,0.48,0.2,0.09,0.03
ASMTL.1,144,-0.36,1.57,-0.2,0.09,0.03
URB1,293,0.07,0.3,0.2,0.09,0.03
NAIP,1989,-0.1,0.45,-0.2,0.09,0.03
LIPE,76,0.15,0.67,0.2,0.09,0.03
LPAR6,2389,-0.07,0.29,-0.2,0.09,0.03
BCL2L13,1225,0.04,0.19,0.2,0.09,0.03
DNAJC5,1832,0.04,0.2,0.2,0.09,0.03
PDE5A,343,-0.15,0.66,-0.2,0.09,0.03
CNNM3,587,0.05,0.21,0.2,0.09,0.03
BTG1.DT,134,-0.17,0.74,-0.2,0.09,0.03
PSMD7,1487,0.03,0.11,0.2,0.09,0.03
DHPS,608,-0.04,0.17,-0.2,0.09,0.03
TMED1,203,0.06,0.25,0.2,0.09,0.03
RAB22A,946,0.03,0.15,0.2,0.09,0.03
CEP250,435,0.08,0.36,0.2,0.09,0.03
MKLN1,851,0.05,0.21,0.2,0.09,0.03
TOMM40,319,-0.04,0.18,-0.2,0.09,0.03
DSTYK,398,0.05,0.22,0.2,0.09,0.03
WDR36,569,-0.05,0.2,-0.2,0.09,0.03
TBCEL,371,-0.06,0.26,-0.2,0.09,0.03
RHOC,1274,0.06,0.27,0.2,0.09,0.03
SON,5686,0.03,0.13,0.2,0.09,0.03
CYP4F22,82,0.12,0.53,0.2,0.09,0.03
UBE2G2,1570,-0.05,0.21,-0.2,0.09,0.03
TRBV7.3,54,0.12,0.53,0.2,0.09,0.03
BTD,366,-0.05,0.2,-0.2,0.08,0.03
CDK5,182,-0.06,0.27,-0.2,0.08,0.03
CYP4V2,598,0.05,0.21,0.2,0.08,0.03
MOB3C,396,0.05,0.24,0.2,0.08,0.03
TMSB4Y,54,-0.59,2.67,-0.2,0.08,0.03
ZHX1,615,0.04,0.16,0.2,0.08,0.03
ALKBH2,121,0.06,0.29,0.2,0.08,0.03
MZF1.AS1,443,-0.04,0.17,-0.2,0.08,0.03
EPHB6,257,-0.08,0.36,-0.2,0.08,0.03
TMEM230,2129,-0.04,0.17,-0.2,0.08,0.03
USP9Y,351,0.52,2.34,0.2,0.08,0.03
MED18,180,0.07,0.33,0.2,0.08,0.03
COL6A2,218,0.09,0.4,0.2,0.08,0.03
NACC1,594,0.04,0.17,0.2,0.08,0.03
RAVER2,83,-0.07,0.33,-0.2,0.08,0.03
PYM1,475,-0.04,0.19,-0.2,0.08,0.03
TRIM23,220,0.06,0.27,0.2,0.08,0.03
LYRM7,620,0.05,0.24,0.2,0.08,0.03
LINC00342,72,-0.23,1.04,-0.2,0.08,0.03
ERF,375,0.06,0.27,0.2,0.08,0.03
ERLIN2,630,0.05,0.25,0.2,0.08,0.03
GFM2,354,0.04,0.17,0.2,0.08,0.03
ARPC4,5424,-0.04,0.17,-0.2,0.08,0.03
ZDHHC6,760,-0.05,0.21,-0.2,0.08,0.03
ST3GAL2,675,0.07,0.34,0.2,0.08,0.03
ZNF641,833,-0.04,0.2,-0.2,0.08,0.03
MAN2A1,1684,0.03,0.13,0.2,0.08,0.03
MICU1,1149,-0.05,0.22,-0.2,0.08,0.03
NARF,504,0.04,0.18,0.2,0.08,0.03
DCAF16,476,0.05,0.22,0.2,0.08,0.03
CDKN2AIPNL,318,0.05,0.22,0.2,0.08,0.03
TRAPPC3,1003,-0.03,0.14,-0.2,0.08,0.03
LSM12,928,-0.03,0.12,-0.2,0.08,0.03
ADGRD1,105,0.11,0.52,0.2,0.08,0.03
PAFAH1B3,123,-0.06,0.27,-0.2,0.08,0.03
GNGT2,416,-0.04,0.21,-0.2,0.08,0.03
TPX2,36,0.1,0.48,0.2,0.08,0.03
RAB2A,1619,-0.04,0.19,-0.2,0.08,0.03
MRPL19,612,0.05,0.22,0.2,0.08,0.03
CFAP298,411,-0.05,0.22,-0.2,0.08,0.03
METTL2B,312,0.04,0.19,0.2,0.08,0.03
MTRR,748,0.04,0.18,0.2,0.08,0.03
FAM98A,322,0.05,0.23,0.2,0.08,0.03
MARF1,2120,0.04,0.18,0.2,0.08,0.03
HLA.E,45483,0.04,0.21,0.2,0.08,0.03
NDE1,555,0.05,0.25,0.2,0.08,0.03
PGAP3,333,-0.04,0.17,-0.2,0.08,0.03
SSBP2,581,0.04,0.18,0.2,0.08,0.03
FAM120AOS,722,0.03,0.13,0.2,0.08,0.03
PABIR3,81,0.09,0.41,0.2,0.08,0.03
CALCRL,128,-0.12,0.56,-0.2,0.08,0.03
TTC4,363,0.04,0.17,0.2,0.08,0.03
CHORDC1,712,-0.05,0.25,-0.2,0.08,0.03
GIT2,1765,-0.03,0.13,-0.2,0.08,0.03
CHD3,2881,0.07,0.33,0.2,0.08,0.03
TBL3,273,-0.05,0.22,-0.2,0.08,0.03
CETN2,402,-0.04,0.21,-0.2,0.08,0.03
CISD1,164,0.07,0.31,0.2,0.08,0.03
RPS4Y1,4271,0.54,2.53,0.2,0.08,0.03
KLHL3,110,-0.09,0.41,-0.2,0.08,0.03
DCTN5,1271,0.06,0.26,0.2,0.08,0.03
CCDC71,232,0.04,0.2,0.2,0.08,0.03
RPF2,343,-0.04,0.2,-0.2,0.08,0.03
FAM118B,332,-0.06,0.27,-0.2,0.08,0.03
RRM2B,750,-0.03,0.15,-0.2,0.08,0.03
ATXN10,1527,-0.04,0.18,-0.2,0.08,0.03
TMEM167B,2013,0.03,0.13,0.2,0.08,0.03
USP45,106,-0.06,0.29,-0.2,0.08,0.03
WHAMM,397,0.05,0.23,0.2,0.08,0.03
MAPKAPK5.AS1,468,0.03,0.15,0.2,0.08,0.03
FGD3,1724,-0.04,0.18,-0.2,0.08,0.03
MED11,234,0.04,0.19,0.2,0.08,0.03
GRPEL2,332,0.05,0.23,0.2,0.08,0.03
COX7A2L,2423,0.04,0.17,0.2,0.08,0.03
TUBA4A,1787,0.08,0.39,0.2,0.08,0.03
NBPF1,179,-0.06,0.3,-0.2,0.08,0.03
SERTAD2,959,0.03,0.14,0.2,0.08,0.03
MFNG,1795,0.03,0.16,0.2,0.08,0.03
EMC4,865,-0.02,0.12,-0.2,0.08,0.03
HSD17B1.AS1,189,-0.04,0.19,-0.2,0.08,0.03
UPF3B,229,0.04,0.19,0.2,0.08,0.03
SIGIRR,1033,0.05,0.25,0.2,0.08,0.03
TRAF1,552,0.09,0.43,0.2,0.08,0.03
SRPRB,671,0.05,0.26,0.2,0.08,0.03
C16orf74,84,0.08,0.37,0.2,0.08,0.03
RASA4B,342,-0.1,0.49,-0.2,0.08,0.03
HMGB1,8580,0.03,0.14,0.2,0.08,0.03
EIF6,978,-0.04,0.17,-0.2,0.08,0.03
FOCAD,290,0.05,0.23,0.2,0.08,0.03
DNAJC24,377,0.05,0.26,0.2,0.08,0.03
DTX3,123,0.1,0.5,0.2,0.08,0.03
TXNL4B,350,0.05,0.25,0.2,0.08,0.03
KCTD5,533,-0.04,0.19,-0.2,0.08,0.03
TUBG1,77,0.06,0.3,0.2,0.08,0.03
BTBD7,548,-0.03,0.12,-0.2,0.08,0.03
SDF4,1588,0.03,0.13,0.2,0.08,0.03
