symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LRRC37B,201,-0.09,0.44,-0.2,0.08,0.03
ATXN1L,892,-0.03,0.13,-0.2,0.08,0.03
SF3B6,1079,-0.03,0.15,-0.2,0.08,0.03
KIF3C,124,0.1,0.5,0.2,0.08,0.03
AKR1B1,1086,-0.04,0.18,-0.2,0.08,0.03
PIGS,958,-0.03,0.16,-0.2,0.08,0.03
ADCK2,366,0.05,0.24,0.2,0.08,0.03
TRMO,279,0.04,0.18,0.2,0.08,0.03
ZNF441,139,0.1,0.47,0.2,0.08,0.03
POLDIP2,936,0.03,0.15,0.2,0.08,0.03
SIGMAR1,461,0.03,0.16,0.2,0.08,0.03
ARHGAP30,7903,-0.02,0.12,-0.2,0.08,0.03
RUFY2,121,-0.06,0.29,-0.2,0.08,0.03
EIF5B,1531,0.04,0.2,0.2,0.08,0.03
ALG2,449,0.05,0.26,0.2,0.08,0.03
MTM1,640,-0.03,0.17,-0.2,0.08,0.03
CREBBP,1720,0.05,0.25,0.2,0.08,0.03
DTYMK,137,-0.04,0.21,-0.2,0.08,0.03
TSPAN4,241,-0.08,0.39,-0.2,0.08,0.03
CHID1,314,-0.04,0.19,-0.2,0.08,0.03
ZNF234,113,-0.07,0.33,-0.2,0.08,0.03
DHODH,112,0.06,0.3,0.2,0.08,0.03
RTF2,2144,0.03,0.13,0.2,0.08,0.03
KIF11,70,0.07,0.37,0.2,0.08,0.03
SLC16A1,384,-0.07,0.36,-0.2,0.08,0.03
GOLGA8O,214,0.14,0.67,0.2,0.08,0.03
ZNF737,324,0.06,0.3,0.2,0.08,0.03
DYM,977,-0.04,0.17,-0.2,0.08,0.03
OGFOD3,251,-0.04,0.18,-0.2,0.08,0.03
VASH1,462,-0.08,0.41,-0.2,0.08,0.03
SLC25A30,348,-0.04,0.18,-0.2,0.08,0.03
RSAD1,480,-0.05,0.27,-0.2,0.07,0.03
DDB1,2857,0.03,0.14,0.2,0.07,0.03
BCL2L1,923,0.08,0.39,0.2,0.07,0.03
EID1,4174,-0.03,0.16,-0.2,0.07,0.03
ZMYM4,883,-0.03,0.17,-0.2,0.07,0.03
MAP4K4,2515,0.03,0.17,0.2,0.07,0.03
CAMSAP1,388,0.04,0.22,0.2,0.07,0.03
NEK8,70,0.08,0.43,0.2,0.07,0.03
JUN,417,0.14,0.71,0.2,0.07,0.03
RDH11,1333,0.04,0.22,0.2,0.07,0.03
MBD3,546,0.03,0.13,0.2,0.07,0.03
CFL1,16735,-0.03,0.15,-0.2,0.07,0.03
METTL25B,156,0.07,0.34,0.2,0.07,0.03
SCRN2,158,-0.07,0.38,-0.2,0.07,0.03
ZFP28,88,-0.08,0.39,-0.2,0.07,0.03
MICU2,956,0.03,0.15,0.2,0.07,0.03
TSC22D1,1301,-0.12,0.59,-0.2,0.07,0.03
ZNF207,3249,-0.02,0.12,-0.2,0.07,0.02
BLTP3B,806,0.04,0.2,0.2,0.07,0.02
BBLN,475,-0.05,0.27,-0.2,0.07,0.02
PGM2,775,0.04,0.18,0.2,0.07,0.02
HSPA14,305,0.03,0.16,0.2,0.07,0.02
ZNF678,159,-0.08,0.4,-0.2,0.07,0.02
RANBP1,698,0.03,0.13,0.2,0.07,0.02
RAB11A,2731,-0.04,0.23,-0.2,0.07,0.02
PARP11,493,0.06,0.3,0.2,0.07,0.02
NDUFA8,413,-0.04,0.19,-0.2,0.07,0.02
EXOSC8,408,-0.03,0.18,-0.2,0.07,0.02
TP53,1132,-0.03,0.13,-0.2,0.07,0.02
AUH,136,-0.04,0.2,-0.2,0.07,0.02
TGFA,82,0.09,0.45,0.2,0.07,0.02
SMIM14,1619,0.03,0.14,0.2,0.07,0.02
DFFB,169,0.04,0.22,0.2,0.07,0.02
ZSCAN30,156,0.07,0.35,0.2,0.07,0.02
RALGAPA2,548,-0.05,0.27,-0.2,0.07,0.02
VARS1,686,-0.04,0.21,-0.2,0.07,0.02
FAM174C.1,170,0.05,0.27,0.2,0.07,0.02
PARP3,130,0.07,0.38,0.2,0.07,0.02
KPNA6,874,-0.03,0.14,-0.2,0.07,0.02
KANSL1,966,0.04,0.19,0.2,0.07,0.02
CAPRIN1,3231,-0.03,0.15,-0.2,0.07,0.02
POMGNT2,86,0.09,0.49,0.2,0.07,0.02
AASDH,275,0.04,0.23,0.2,0.07,0.02
TMEM243,499,0.04,0.19,0.2,0.07,0.02
RRP8,291,-0.04,0.22,-0.2,0.07,0.02
VAV2,302,-0.04,0.21,-0.2,0.07,0.02
CASP5,92,-0.08,0.44,-0.2,0.07,0.02
DDX5,14072,-0.06,0.3,-0.2,0.07,0.02
ATP6V1C1,884,0.06,0.33,0.2,0.07,0.02
ALG12,204,0.03,0.17,0.2,0.07,0.02
ADH5,1791,0.04,0.2,0.2,0.07,0.02
PIGW,147,0.05,0.28,0.2,0.07,0.02
DPP8,1351,0.03,0.14,0.2,0.07,0.02
KCTD20,2765,-0.04,0.21,-0.2,0.07,0.02
MVD,235,-0.03,0.18,-0.2,0.07,0.02
USP34,1845,0.04,0.2,0.2,0.07,0.02
TNIP1,2321,-0.03,0.14,-0.2,0.07,0.02
MMGT1,1253,0.03,0.16,0.2,0.07,0.02
ALG10B,155,0.09,0.46,0.2,0.07,0.02
CCNY,3565,0.04,0.2,0.2,0.07,0.02
LINC02361,71,0.08,0.45,0.2,0.07,0.02
MICA.AS1,117,0.06,0.32,0.2,0.07,0.02
C22orf46P.1,188,-0.11,0.6,-0.2,0.07,0.02
PWWP3A,221,0.06,0.31,0.2,0.07,0.02
BOP1,242,-0.03,0.18,-0.2,0.07,0.02
CSE1L,856,0.03,0.17,0.2,0.07,0.02
CCNC,1253,-0.03,0.18,-0.2,0.07,0.02
DHX9,3264,0.02,0.12,0.2,0.07,0.02
FUZ,92,-0.08,0.42,-0.2,0.07,0.02
BTN3A1,2269,-0.05,0.28,-0.2,0.07,0.02
IFT25,314,-0.04,0.24,-0.2,0.07,0.02
MTHFD1,573,0.03,0.15,0.2,0.07,0.02
AP1S1,320,-0.03,0.18,-0.2,0.07,0.02
GOSR2,665,0.02,0.11,0.2,0.07,0.02
ZAP70,1399,0.08,0.43,0.2,0.07,0.02
BCL11A,459,0.08,0.42,0.2,0.07,0.02
MTRES1,177,-0.04,0.22,-0.2,0.07,0.02
PPP1R3D,242,-0.06,0.34,-0.2,0.07,0.02
GLTP,1129,-0.02,0.14,-0.2,0.07,0.02
CYRIB,4477,-0.02,0.13,-0.2,0.07,0.02
CRELD1,217,0.06,0.35,0.2,0.07,0.02
APEX2,332,-0.04,0.22,-0.2,0.07,0.02
AVEN,142,-0.05,0.28,-0.2,0.07,0.02
C1QB,56,0.14,0.77,0.2,0.07,0.02
TPRN,100,-0.05,0.27,-0.2,0.07,0.02
RNF227,101,-0.06,0.31,-0.2,0.07,0.02
THUMPD3.AS1,184,-0.07,0.38,-0.2,0.07,0.02
SIGLEC14,1187,-0.24,1.32,-0.2,0.07,0.02
AKAP17A.1,271,-0.44,2.41,-0.2,0.07,0.02
PTCD1,128,-0.06,0.31,-0.2,0.07,0.02
NAB2,134,0.04,0.23,0.2,0.07,0.02
CENPP,98,-0.08,0.44,-0.2,0.07,0.02
UBL4A,775,0.06,0.31,0.2,0.07,0.02
ABI3,894,-0.04,0.2,-0.2,0.07,0.02
CYP20A1,362,0.03,0.18,0.2,0.07,0.02
EXOSC1,430,0.03,0.18,0.2,0.07,0.02
MEPCE,787,0.05,0.26,0.2,0.07,0.02
HNRNPL,4353,0.03,0.14,0.2,0.07,0.02
WASHC3,471,0.03,0.17,0.2,0.07,0.02
UGGT1,1543,0.03,0.18,0.2,0.07,0.02
CYSLTR1,809,0.04,0.25,0.2,0.07,0.02
TSPYL2,526,0.08,0.43,0.2,0.07,0.02
DTD1,340,0.04,0.21,0.2,0.07,0.02
SDF2,707,0.03,0.17,0.2,0.07,0.02
CARINH,205,-0.06,0.31,-0.2,0.07,0.02
CYP3A5,81,0.04,0.23,0.2,0.07,0.02
HSD17B10,765,0.03,0.16,0.2,0.07,0.02
SOCS2,257,0.09,0.53,0.2,0.07,0.02
KLHL11,137,-0.06,0.33,-0.2,0.07,0.02
TSPAN17,501,0.03,0.15,0.2,0.07,0.02
ALDH3A2,863,-0.05,0.29,-0.2,0.07,0.02
BIN2,4669,-0.02,0.14,-0.2,0.07,0.02
MRPL37,593,-0.02,0.14,-0.2,0.07,0.02
WRNIP1,683,-0.04,0.25,-0.2,0.07,0.02
MRPS7,703,0.03,0.15,0.2,0.07,0.02
EIF3G,3921,0.02,0.12,0.2,0.07,0.02
CWC27,542,0.03,0.16,0.2,0.07,0.02
GPBP1L1,2193,-0.02,0.12,-0.2,0.07,0.02
HPGD,190,0.08,0.44,0.2,0.07,0.02
NPLOC4,1384,0.04,0.25,0.2,0.07,0.02
SDHAF3,232,0.07,0.37,0.2,0.07,0.02
EIF1AY,512,0.48,2.69,0.2,0.07,0.02
H2AJ,344,-0.04,0.25,-0.2,0.07,0.02
MLLT6,3690,0.07,0.37,0.2,0.07,0.02
DDX60,1216,-0.07,0.38,-0.2,0.07,0.02
CUL4A,1647,0.02,0.12,0.2,0.07,0.02
MSRA,276,0.03,0.17,0.2,0.07,0.02
ATP10D,488,-0.05,0.27,-0.2,0.07,0.02
ERGIC2,651,-0.05,0.29,-0.2,0.06,0.02
CASS4,221,0.05,0.31,0.2,0.06,0.02
AHDC1,129,0.05,0.27,0.2,0.06,0.02
SLFN13,319,-0.06,0.37,-0.2,0.06,0.02
IWS1,724,0.02,0.13,0.2,0.06,0.02
GHITM,4342,0.02,0.13,0.2,0.06,0.02
STAT3,3302,-0.03,0.15,-0.2,0.06,0.02
PRKAG1,837,0.02,0.11,0.2,0.06,0.02
TRIM69,1303,-0.04,0.22,-0.2,0.06,0.02
IGF2R,3509,0.03,0.17,0.2,0.07,0.02
CPLANE1,134,0.08,0.44,0.2,0.06,0.02
SEC23A,1086,0.03,0.17,0.2,0.06,0.02
CSNK1D,2114,-0.03,0.18,-0.2,0.06,0.02
CLDND1,1089,-0.04,0.24,-0.2,0.06,0.02
CCDC174,378,0.05,0.31,0.2,0.06,0.02
IFITM2,2952,-0.03,0.17,-0.2,0.06,0.02
NCOA6,684,-0.07,0.39,-0.2,0.06,0.02
RNF115,827,0.03,0.18,0.2,0.06,0.02
TXNDC11,702,-0.02,0.14,-0.2,0.06,0.02
ZNF37A,301,-0.04,0.23,-0.2,0.06,0.02
C2orf76,119,0.04,0.23,0.2,0.06,0.02
NUP62,1296,-0.02,0.12,-0.2,0.06,0.02
ARFGAP3,1079,0.03,0.17,0.2,0.06,0.02
NUDC,1198,-0.03,0.16,-0.2,0.06,0.02
LMAN2L,255,-0.04,0.25,-0.2,0.06,0.02
NCKAP1L,6025,0.03,0.2,0.2,0.06,0.02
TIMM8A,71,-0.05,0.27,-0.2,0.06,0.02
PARP2,129,-0.06,0.34,-0.2,0.06,0.02
NUBPL,106,0.05,0.29,0.2,0.06,0.02
SENP3,548,-0.04,0.22,-0.2,0.06,0.02
TBC1D2B,970,0.03,0.2,0.2,0.06,0.02
HINFP,268,-0.05,0.27,-0.2,0.06,0.02
OSBPL9,1034,0.02,0.13,0.2,0.06,0.02
CHAMP1,481,0.04,0.25,0.2,0.06,0.02
DAZAP1,1311,-0.02,0.14,-0.2,0.06,0.02
SLC25A19,151,-0.05,0.3,-0.2,0.06,0.02
USP8,1033,-0.03,0.2,-0.2,0.06,0.02
PRXL2C,358,0.03,0.16,0.2,0.06,0.02
C1orf174,389,0.03,0.2,0.2,0.06,0.02
SRP14.DT,63,0.06,0.37,0.2,0.06,0.02
GPANK1,341,-0.04,0.25,-0.2,0.06,0.02
HSPA5,6844,0.03,0.16,0.2,0.06,0.02
NMRAL1,322,-0.03,0.19,-0.2,0.06,0.02
ZNF605,123,-0.06,0.37,-0.2,0.06,0.02
KDM2B,835,-0.03,0.19,-0.2,0.06,0.02
NRBP1,1426,-0.02,0.12,-0.2,0.06,0.02
GPN2,268,0.05,0.29,0.2,0.06,0.02
AKIP1,176,0.04,0.23,0.2,0.06,0.02
RUBCN,556,-0.05,0.31,-0.2,0.06,0.02
TRPM7,1182,0.04,0.23,0.2,0.06,0.02
SLC3A2,1312,0.04,0.23,0.2,0.06,0.02
MRPS22,642,-0.02,0.14,-0.2,0.06,0.02
GDE1,1317,-0.03,0.18,-0.2,0.06,0.02
CD74,60775,-0.03,0.19,-0.2,0.06,0.02
GDI2,9570,-0.03,0.21,-0.2,0.06,0.02
OTUD5,918,-0.03,0.18,-0.2,0.06,0.02
RAB21,1736,0.03,0.15,0.2,0.06,0.02
PUM3,289,0.05,0.29,0.2,0.06,0.02
XPO1,3725,0.03,0.16,0.2,0.06,0.02
SF3B2,3405,0.02,0.1,0.2,0.06,0.02
KLHDC4,472,-0.04,0.21,-0.2,0.06,0.02
DNAJB6,2569,-0.03,0.21,-0.2,0.06,0.02
CBL,1884,-0.03,0.16,-0.2,0.06,0.02
CEP85L,666,0.04,0.23,0.2,0.06,0.02
NUP155,419,-0.03,0.19,-0.2,0.06,0.02
PIKFYVE,1108,0.03,0.16,0.2,0.06,0.02
CENPL,90,0.08,0.47,0.2,0.06,0.02
PFKFB2,254,0.05,0.28,0.2,0.06,0.02
BECN1,1539,-0.02,0.11,-0.2,0.06,0.02
HINT2,162,-0.04,0.23,-0.2,0.06,0.02
ADAM10,4284,0.03,0.2,0.2,0.06,0.02
PNPT1,446,-0.05,0.29,-0.2,0.06,0.02
RGS3,532,0.05,0.29,0.2,0.06,0.02
SRP9,4796,-0.03,0.16,-0.2,0.06,0.02
NRBF2,728,-0.04,0.26,-0.2,0.06,0.02
AK9,88,0.07,0.44,0.2,0.06,0.02
DISC1,306,-0.05,0.29,-0.2,0.06,0.02
ZNF367,140,0.09,0.55,0.2,0.06,0.02
SGPL1,1103,0.03,0.16,0.2,0.06,0.02
SPINT2,742,0.03,0.21,0.2,0.06,0.02
PLRG1,915,0.02,0.12,0.2,0.06,0.02
PWWP2B,205,-0.04,0.26,-0.2,0.06,0.02
ARV1,269,0.04,0.22,0.2,0.06,0.02
LMNB2,373,0.03,0.2,0.2,0.06,0.02
YIPF6,439,-0.05,0.33,-0.2,0.06,0.02
LSM10,667,0.03,0.19,0.2,0.06,0.02
IGIP,140,-0.06,0.39,-0.2,0.06,0.02
COPB2,2450,-0.03,0.16,-0.2,0.06,0.02
NELFA,332,-0.02,0.14,-0.2,0.06,0.02
CCDC137,267,-0.04,0.27,-0.2,0.06,0.02
SIAH1,244,0.05,0.29,0.2,0.06,0.02
YTHDF2,1406,-0.03,0.19,-0.2,0.06,0.02
COA8,381,0.04,0.24,0.2,0.06,0.02
USP27X,95,0.07,0.43,0.2,0.06,0.02
BDP1,685,0.04,0.27,0.2,0.06,0.02
MRPL13,403,0.03,0.17,0.2,0.06,0.02
SEPTIN10,127,0.05,0.29,0.2,0.06,0.02
COMMD7,1065,0.03,0.19,0.2,0.06,0.02
SETD3,1241,0.02,0.14,0.2,0.06,0.02
SCMH1,126,-0.04,0.28,-0.2,0.06,0.02
GTF2IRD2B,318,-0.05,0.32,-0.2,0.06,0.02
TMEM216,205,0.04,0.23,0.2,0.06,0.02
H2BC12,630,-0.07,0.44,-0.2,0.06,0.02
ACAP1,1990,0.07,0.41,0.2,0.06,0.02
RNASEL,471,-0.03,0.19,-0.2,0.06,0.02
NUSAP1,85,0.05,0.3,0.2,0.06,0.02
C2orf69,477,0.04,0.23,0.2,0.06,0.02
FANCE,101,0.05,0.3,0.2,0.06,0.02
PRKAB1,454,0.03,0.22,0.2,0.06,0.02
GTF2F1,1235,0.02,0.14,0.2,0.06,0.02
MED30,236,0.03,0.17,0.2,0.06,0.02
ZC3H7B,728,-0.03,0.2,-0.2,0.06,0.02
PPP4R3A,2290,0.03,0.16,0.2,0.06,0.02
PIAS3,253,-0.04,0.25,-0.2,0.06,0.02
H2AC11,185,0.12,0.76,0.2,0.06,0.02
CES2,659,0.04,0.22,0.2,0.06,0.02
MRPS11,268,-0.03,0.17,-0.2,0.06,0.02
SUPT5H,1658,-0.03,0.19,-0.2,0.06,0.02
ALDH9A1,1386,0.02,0.15,0.2,0.06,0.02
ASB8,816,0.04,0.23,0.2,0.06,0.02
ENDOD1,827,0.07,0.42,0.2,0.06,0.02
DMWD,134,0.04,0.29,0.2,0.06,0.02
COX10.DT,196,-0.05,0.3,-0.2,0.06,0.02
PCNX1,1822,-0.04,0.26,-0.2,0.06,0.02
TMED9,1580,-0.02,0.13,-0.2,0.06,0.02
TUBGCP5,169,-0.05,0.33,-0.2,0.06,0.02
LACTB2,197,-0.03,0.2,-0.2,0.06,0.02
ELMO2,960,0.02,0.11,0.2,0.06,0.02
STAMBPL1,170,0.05,0.33,0.2,0.06,0.02
HIPK2,1208,0.05,0.32,0.2,0.06,0.02
NT5C2,1590,0.03,0.22,0.2,0.06,0.02
MANBAL,189,0.03,0.21,0.2,0.06,0.02
CPD,2176,0.04,0.25,0.2,0.06,0.02
GAR1,286,0.03,0.2,0.2,0.06,0.02
PLEKHB2,3073,0.03,0.17,0.2,0.06,0.02
PRDX1,2448,0.03,0.17,0.2,0.06,0.02
RAB14,2503,0.02,0.11,0.2,0.06,0.02
ARMC7,252,-0.03,0.22,-0.2,0.06,0.02
STT3A,1196,0.03,0.2,0.2,0.06,0.02
ENSA,2559,0.02,0.14,0.2,0.06,0.02
ZCCHC10,496,-0.03,0.19,-0.2,0.06,0.02
ZNF362,391,-0.03,0.21,-0.2,0.06,0.02
SERPINB9,2103,-0.04,0.25,-0.2,0.06,0.02
TMEM134,199,0.04,0.24,0.2,0.06,0.02
ZNF354B,117,-0.07,0.47,-0.2,0.06,0.02
SLC35C1,357,0.03,0.18,0.2,0.06,0.02
PHACTR4,415,-0.03,0.17,-0.2,0.06,0.02
ALKBH6,137,-0.06,0.36,-0.2,0.06,0.02
GRB2,6409,-0.02,0.13,-0.2,0.06,0.02
SLC38A5,120,-0.05,0.33,-0.2,0.06,0.02
ATP9B,317,-0.03,0.22,-0.2,0.06,0.02
RASAL3,1099,0.04,0.29,0.2,0.06,0.02
ZNF414,98,0.06,0.4,0.2,0.06,0.02
CDAN1,133,0.05,0.36,0.2,0.06,0.02
DHRS3,274,-0.05,0.35,-0.2,0.06,0.02
C14orf119,1032,0.02,0.16,0.2,0.06,0.02
ZSWIM7,296,-0.04,0.27,-0.2,0.06,0.02
PGK1,9734,0.03,0.17,0.2,0.06,0.02
ASCL2,122,-0.07,0.44,-0.2,0.06,0.02
ASB3,124,0.04,0.25,0.2,0.06,0.02
PFKM,184,-0.03,0.21,-0.2,0.06,0.02
HNRNPH2,2671,-0.02,0.13,-0.2,0.06,0.02
RBM18,727,0.03,0.18,0.1,0.05,0.02
AHCY,906,-0.02,0.14,-0.1,0.05,0.02
DOCK2,4053,-0.03,0.18,-0.1,0.05,0.02
NTPCR,312,-0.03,0.23,-0.1,0.05,0.02
CABLES2,93,0.04,0.29,0.1,0.05,0.02
FSTL1,107,-0.11,0.71,-0.1,0.05,0.02
LAMP1,3915,0.02,0.14,0.1,0.05,0.02
HFE,180,-0.05,0.31,-0.1,0.05,0.02
TMEM131,1218,-0.03,0.22,-0.1,0.05,0.02
PLXNA4,78,0.11,0.73,0.1,0.05,0.02
ASB1,332,-0.04,0.3,-0.1,0.05,0.02
RAB18,1500,0.03,0.2,0.1,0.05,0.02
SHLD1,102,0.05,0.37,0.1,0.05,0.02
PAAF1,201,0.04,0.25,0.1,0.05,0.02
COX6C,1775,-0.03,0.2,-0.1,0.05,0.02
CASP4,3067,-0.02,0.12,-0.1,0.05,0.02
TM2D2,517,0.02,0.15,0.1,0.05,0.02
VPS13D,1070,0.02,0.15,0.1,0.05,0.02
ACTR1B,777,-0.03,0.2,-0.1,0.05,0.02
CCDC92,595,0.05,0.34,0.1,0.05,0.02
KLHL36,1141,-0.02,0.17,-0.1,0.05,0.02
MRPL14,373,-0.03,0.19,-0.1,0.05,0.02
SAMD9,1880,0.04,0.29,0.1,0.05,0.02
RBM14,728,0.02,0.16,0.1,0.05,0.02
FYB1,8301,-0.02,0.11,-0.1,0.05,0.02
FIRRM,102,-0.04,0.3,-0.1,0.05,0.02
TRIT1,266,0.04,0.25,0.1,0.05,0.02
CGRRF1,308,-0.03,0.19,-0.1,0.05,0.02
CSTF2,176,-0.03,0.2,-0.1,0.05,0.02
NUBP1,616,-0.03,0.18,-0.1,0.05,0.02
AKNA,3396,0.03,0.18,0.1,0.05,0.02
CUL2,750,0.02,0.16,0.1,0.05,0.02
CKS2,110,0.05,0.34,0.1,0.05,0.02
YEATS4,410,0.03,0.23,0.1,0.05,0.02
MKI67,43,0.08,0.58,0.1,0.05,0.02
CDYL,415,-0.03,0.2,-0.1,0.05,0.02
ZNF577,98,0.06,0.45,0.1,0.05,0.02
LARP4,589,0.03,0.24,0.1,0.05,0.02
ACYP2,173,0.04,0.31,0.1,0.05,0.02
RIOX2,638,-0.02,0.15,-0.1,0.05,0.02
GTPBP6,218,-0.43,2.98,-0.1,0.05,0.02
RFLNB,1729,-0.03,0.21,-0.1,0.05,0.02
FPR3,130,-0.07,0.46,-0.1,0.05,0.02
WDR11.DT,143,0.1,0.71,0.1,0.05,0.02
RHOBTB2.AS1,94,0.06,0.39,0.1,0.05,0.02
CHMP4A,1105,0.02,0.14,0.1,0.05,0.02
EML4,1597,0.03,0.19,0.1,0.05,0.02
SVIL,544,-0.05,0.32,-0.1,0.05,0.02
MECR,85,-0.05,0.38,-0.1,0.05,0.02
CPM,278,0.06,0.42,0.1,0.05,0.02
SLC25A45,220,-0.08,0.54,-0.1,0.05,0.02
RPL22L1,552,-0.03,0.21,-0.1,0.05,0.02
AEBP1,106,-0.07,0.5,-0.1,0.05,0.02
PPP1R7,1215,0.02,0.12,0.1,0.05,0.02
AP5M1,941,-0.03,0.24,-0.1,0.05,0.02
DNAJC21,917,0.02,0.13,0.1,0.05,0.02
NDUFS1,1046,0.03,0.18,0.1,0.05,0.02
FAM117B,792,-0.02,0.17,-0.1,0.05,0.02
ZNF552,164,0.03,0.18,0.1,0.05,0.02
LSS,293,0.03,0.25,0.1,0.05,0.02
SLC4A10,262,0.09,0.66,0.1,0.05,0.02
SLC26A2,404,0.02,0.17,0.1,0.05,0.02
IGHA1,2206,-0.11,0.81,-0.1,0.05,0.02
ZC3H18,814,-0.02,0.17,-0.1,0.05,0.02
CD2AP,797,-0.04,0.26,-0.1,0.05,0.02
MAP3K4,534,-0.04,0.29,-0.1,0.05,0.02
GCLC,776,0.03,0.23,0.1,0.05,0.02
TM9SF3,3963,0.02,0.17,0.1,0.05,0.02
LGALSL,364,-0.1,0.73,-0.1,0.05,0.02
ACADS,166,-0.03,0.22,-0.1,0.05,0.02
ADAR,5892,-0.03,0.22,-0.1,0.05,0.02
GAPVD1,888,-0.02,0.17,-0.1,0.05,0.02
SOS2,1292,0.03,0.18,0.1,0.05,0.02
HEMK1,225,-0.03,0.25,-0.1,0.05,0.02
HERC4,1062,0.02,0.16,0.1,0.05,0.02
KATNA1,343,0.02,0.18,0.1,0.05,0.02
SIK2,387,-0.03,0.2,-0.1,0.05,0.02
MAP3K14,485,-0.03,0.22,-0.1,0.05,0.02
RPS6KA2,129,0.06,0.46,0.1,0.05,0.02
TXNDC12,1590,0.02,0.12,0.1,0.05,0.02
CDKN2C,102,-0.05,0.36,-0.1,0.05,0.02
FBXL12,203,-0.03,0.25,-0.1,0.05,0.02
TRIM5,513,-0.03,0.19,-0.1,0.05,0.02
ACVR1B,416,-0.03,0.26,-0.1,0.05,0.02
NUDT15,220,-0.03,0.23,-0.1,0.05,0.02
ZFP14,207,0.03,0.2,0.1,0.05,0.02
CNOT9,793,-0.02,0.16,-0.1,0.05,0.02
SH3GLB2,501,-0.04,0.3,-0.1,0.05,0.02
PDIA4,1772,-0.02,0.16,-0.1,0.05,0.02
NECAP2,2603,0.02,0.15,0.1,0.05,0.02
ATP5MC1,459,0.03,0.21,0.1,0.05,0.02
EIF4E3,2717,-0.03,0.26,-0.1,0.05,0.02
ATP23,120,-0.05,0.38,-0.1,0.05,0.02
NMNAT1,153,-0.03,0.25,-0.1,0.05,0.02
PUS1,225,-0.03,0.2,-0.1,0.05,0.02
IBA57,78,0.05,0.35,0.1,0.05,0.02
MRPS31P5.1,92,-0.05,0.36,-0.1,0.05,0.02
KHK,66,0.05,0.34,0.1,0.05,0.02
EIF3K,4245,-0.02,0.16,-0.1,0.05,0.02
ZNF688,207,-0.03,0.25,-0.1,0.05,0.02
COX19,477,-0.04,0.33,-0.1,0.05,0.02
ESS2,254,0.03,0.2,0.1,0.05,0.02
SGSM3,567,-0.06,0.44,-0.1,0.05,0.02
USB1,714,-0.02,0.17,-0.1,0.05,0.02
GYS1,408,-0.03,0.19,-0.1,0.05,0.02
EBPL,241,-0.03,0.26,-0.1,0.05,0.02
IFNAR1,1995,0.02,0.16,0.1,0.05,0.02
FANCD2,148,-0.07,0.55,-0.1,0.05,0.02
ALAD,827,-0.02,0.16,-0.1,0.05,0.02
FBXL18,83,-0.03,0.25,-0.1,0.05,0.02
KIAA1143,1096,0.03,0.23,0.1,0.05,0.02
SLC50A1,408,0.03,0.21,0.1,0.05,0.02
BRI3BP,697,-0.02,0.18,-0.1,0.05,0.02
POU2F1,299,-0.02,0.19,-0.1,0.05,0.02
RBFA,178,-0.03,0.2,-0.1,0.05,0.02
RRP9,126,0.03,0.23,0.1,0.05,0.02
HTRA2,241,-0.02,0.18,-0.1,0.05,0.02
ZNF142,315,0.03,0.24,0.1,0.05,0.02
NME6,498,-0.02,0.13,-0.1,0.05,0.02
MFSD4B,133,-0.05,0.36,-0.1,0.05,0.02
MOSMO,186,-0.03,0.21,-0.1,0.05,0.02
TACO1,254,-0.03,0.23,-0.1,0.05,0.02
DRG2,419,0.02,0.17,0.1,0.05,0.02
SELPLG,5392,0.02,0.15,0.1,0.05,0.02
ZNF202,195,0.03,0.26,0.1,0.05,0.02
STARD5,457,-0.03,0.27,-0.1,0.05,0.02
RRP7BP.1,80,0.12,0.93,0.1,0.05,0.02
ERP29,4933,0.02,0.12,0.1,0.05,0.02
SELENOW,1166,0.02,0.14,0.1,0.05,0.02
SRP54,1061,0.02,0.16,0.1,0.05,0.02
MKKS,645,0.02,0.15,0.1,0.05,0.02
THUMPD3,718,0.03,0.23,0.1,0.05,0.02
TBCD,660,0.02,0.19,0.1,0.05,0.02
C9orf85,216,0.02,0.17,0.1,0.05,0.02
ZNF23,153,0.03,0.26,0.1,0.05,0.02
KRT1,42,-0.21,1.66,-0.1,0.05,0.02
ZNF581,364,0.03,0.22,0.1,0.05,0.02
CEP19,109,0.03,0.27,0.1,0.05,0.02
PRKX,1618,-0.04,0.33,-0.1,0.05,0.02
UBE2J1,3044,0.02,0.17,0.1,0.05,0.02
ZNF350,269,0.02,0.16,0.1,0.05,0.02
CARD8.AS1,777,0.02,0.17,0.1,0.05,0.02
RAB27B,559,0.07,0.56,0.1,0.05,0.02
RIOK2,513,0.02,0.19,0.1,0.05,0.02
TOP2B,4282,0.02,0.16,0.1,0.05,0.02
ABCA2,457,0.05,0.42,0.1,0.05,0.02
NFKB1,1713,0.02,0.14,0.1,0.05,0.02
CXCR2,277,0.06,0.45,0.1,0.05,0.02
PLAG1,114,0.06,0.5,0.1,0.05,0.02
RWDD4,458,0.02,0.17,0.1,0.05,0.02
C1D,593,-0.02,0.17,-0.1,0.05,0.02
HECW2.AS1,64,-0.07,0.58,-0.1,0.05,0.02
SMANTIS,288,-0.09,0.68,-0.1,0.05,0.02
EBAG9,563,0.02,0.17,0.1,0.05,0.02
TMEM184C,568,0.03,0.24,0.1,0.05,0.02
DIMT1,399,0.02,0.19,0.1,0.05,0.02
