symbol,baseMean,log2FoldChange,lfcSE,stat,minus_log10_pvalue,minus_log10_padjvalue
TCF20,586,-0.127,0.2,-0.6,0.28,0.02
TUBGCP3,572,-0.127,0.1,-1.3,0.69,0.08
ZC3H13,1143,-0.127,0.1,-1.1,0.58,0.06
ZC3H4,644,-0.127,0.2,-0.7,0.3,0.02
ZNF24,2312,-0.127,0.1,-1.1,0.57,0.06
ANKRD31,4,-0.128,0.6,-0.2,0.09,0.01
ARL6IP6,493,-0.128,0.2,-0.7,0.31,0.03
ATRIP,131,-0.128,0.2,-0.7,0.34,0.03
CCAR2,1272,-0.128,0.1,-1.1,0.55,0.06
CEP68,563,-0.128,0.2,-0.7,0.3,0.02
CKLF.CMTM1,12,-0.128,0.5,-0.3,0.11,0.01
CPTP,238,-0.128,0.1,-1.1,0.57,0.06
CTSC,3829,-0.128,0.2,-0.8,0.35,0.03
EXTL2,65,-0.128,0.2,-0.7,0.3,0.02
GFAP,8,-0.128,0.6,-0.2,0.08,0.01
HNRNPUL1,4315,-0.128,0.1,-1.2,0.64,0.07
ISG20L2,869,-0.128,0.1,-1.5,0.84,0.1
LY75,2051,-0.128,0.1,-0.9,0.43,0.04
MAPK1,3675,-0.128,0.1,-1.4,0.79,0.09
NAPG,392,-0.128,0.1,-1.1,0.57,0.06
RGS14,781,-0.128,0.1,-0.9,0.43,0.04
RPL13P5,3,-0.128,1.9,-0.1,0.02,0
SF3B3,2356,-0.128,0.1,-1.1,0.55,0.06
SLA2,935,-0.128,0.2,-0.7,0.34,0.03
STBD1,74,-0.128,0.2,-0.7,0.32,0.03
SUMF1,592,-0.128,0.2,-0.7,0.29,0.02
TAOK1,1518,-0.128,0.1,-1.3,0.68,0.08
TOR1B,681,-0.128,0.2,-0.6,0.28,0.02
TYW1,383,-0.128,0.1,-1.1,0.59,0.07
YARS1,1218,-0.128,0.1,-1.2,0.64,0.07
ZCCHC2,393,-0.128,0.2,-0.8,0.39,0.04
ZKSCAN7,53,-0.128,0.2,-0.5,0.22,0.02
ABCA2,433,-0.129,0.4,-0.4,0.15,0.01
ABHD3,581,-0.129,0.1,-1.1,0.56,0.06
DCUN1D1,924,-0.129,0.1,-0.9,0.44,0.05
DYRK2,2029,-0.129,0.2,-0.8,0.35,0.03
HPS4,439,-0.129,0.1,-1.1,0.56,0.06
LONRF3,85,-0.129,0.2,-0.7,0.34,0.03
MFAP1,446,-0.129,0.2,-0.7,0.33,0.03
MIR181A1HG,4,-0.129,0.9,-0.2,0.06,0
MXD4,817,-0.129,0.1,-1,0.52,0.05
NHSL3,49,-0.129,0.3,-0.4,0.16,0.01
OAZ2,1915,-0.129,0.2,-0.8,0.4,0.04
PEX7,78,-0.129,0.1,-0.9,0.43,0.04
PPP1R11,1342,-0.129,0.1,-1.7,1.03,0.13
PUS3,266,-0.129,0.1,-0.9,0.41,0.04
RABL2A,126,-0.129,0.2,-0.7,0.31,0.03
SCRN3,266,-0.129,0.1,-1,0.52,0.05
SESN3,2038,-0.129,0.2,-0.7,0.33,0.03
SMCHD1,3488,-0.129,0.2,-0.9,0.41,0.04
STON2,99,-0.129,0.4,-0.3,0.13,0.01
TFDP1,1281,-0.129,0.1,-1.1,0.54,0.06
TGIF1,387,-0.129,0.1,-1,0.47,0.05
XPO5,389,-0.129,0.2,-0.7,0.3,0.02
ATG9A,365,-0.13,0.1,-1,0.48,0.05
C12orf75,982,-0.13,0.2,-0.6,0.25,0.02
CCND2,1721,-0.13,0.2,-0.8,0.4,0.04
DAGLB,316,-0.13,0.2,-0.8,0.35,0.03
EEFSEC,299,-0.13,0.1,-1.1,0.57,0.06
IL17RA,2163,-0.13,0.2,-0.7,0.34,0.03
IL4I1,30,-0.13,0.3,-0.5,0.19,0.01
KANSL3,701,-0.13,0.1,-1.1,0.59,0.06
MAPK1IP1L,1513,-0.13,0.1,-1,0.53,0.05
MAPK9,794,-0.13,0.1,-1.6,0.97,0.12
MFNG,1725,-0.13,0.1,-1.4,0.8,0.09
PRMT5,481,-0.13,0.1,-1.1,0.54,0.06
RASSF2,4248,-0.13,0.2,-0.7,0.32,0.03
SIGLEC15,24,-0.13,0.4,-0.3,0.14,0.01
THOC5,435,-0.13,0.1,-1.5,0.87,0.1
TSPAN16.AS1,34,-0.13,0.7,-0.2,0.07,0.01
USP37,181,-0.13,0.3,-0.5,0.21,0.01
ANKZF1,406,-0.131,0.2,-0.6,0.25,0.02
ATE1,716,-0.131,0.1,-1.3,0.74,0.08
CDPF1P1,5,-0.131,0.6,-0.2,0.09,0.01
CDV3,5309,-0.131,0.1,-1.8,1.15,0.15
CHAMP1,468,-0.131,0.1,-0.9,0.44,0.05
EPB41L5,60,-0.131,0.3,-0.4,0.18,0.01
GASK1B,1557,-0.131,0.4,-0.3,0.14,0.01
GNE,332,-0.131,0.2,-0.8,0.36,0.03
GTF3C3,510,-0.131,0.1,-1.2,0.63,0.07
LINC01182,9,-0.131,0.5,-0.3,0.11,0.01
LRRC8B,262,-0.131,0.1,-1,0.52,0.05
LYAR,831,-0.131,0.2,-0.6,0.26,0.02
MROH1,138,-0.131,0.2,-0.6,0.25,0.02
NFE2L1,1075,-0.131,0.1,-1,0.49,0.05
PREP,858,-0.131,0.1,-1.8,1.12,0.14
RAD51D,203,-0.131,0.2,-0.9,0.41,0.04
RASSF3,4101,-0.131,0.1,-2,1.3,0.17
SLC35A3,519,-0.131,0.2,-0.8,0.35,0.03
TAF1,843,-0.131,0.1,-1.3,0.69,0.08
TBC1D22A,694,-0.131,0.1,-1,0.48,0.05
TXNDC16,185,-0.131,0.2,-0.7,0.34,0.03
UNC119B,633,-0.131,0.1,-0.9,0.46,0.05
VWA8,390,-0.131,0.1,-0.9,0.45,0.05
ZNF267,487,-0.131,0.2,-0.7,0.33,0.03
ZNF460,37,-0.131,0.2,-0.6,0.28,0.02
ARSG,206,-0.132,0.2,-0.9,0.41,0.04
BET1L,864,-0.132,0.1,-0.9,0.46,0.05
CANT1,879,-0.132,0.1,-0.9,0.45,0.05
CCDC77,105,-0.132,0.2,-0.7,0.32,0.03
CDC23,468,-0.132,0.1,-1.1,0.56,0.06
CLEC5A,92,-0.132,0.6,-0.2,0.09,0.01
CPOX,371,-0.132,0.2,-0.8,0.37,0.03
DCAF11,1321,-0.132,0.1,-1.5,0.89,0.11
DGCR8,366,-0.132,0.2,-0.8,0.35,0.03
GPR155,443,-0.132,0.2,-0.8,0.37,0.03
ICAM4,77,-0.132,0.5,-0.3,0.11,0.01
IGKV3.20,1269,-0.132,0.5,-0.3,0.11,0.01
KCTD10,763,-0.132,0.1,-1.1,0.59,0.06
KDELR2,1424,-0.132,0.2,-0.8,0.39,0.04
LRWD1,152,-0.132,0.2,-0.7,0.33,0.03
OXGR1,3,-0.132,0.9,-0.1,0.05,0
PINK1,421,-0.132,0.2,-0.7,0.34,0.03
PRKCI,483,-0.132,0.1,-1.1,0.54,0.06
RGL1,129,-0.132,0.3,-0.4,0.18,0.01
RGPD8,195,-0.132,0.2,-0.5,0.23,0.02
SBSPON,7,-0.132,0.5,-0.3,0.1,0.01
SNHG33.1,62,-0.132,0.2,-0.6,0.26,0.02
STX11,1586,-0.132,0.3,-0.4,0.16,0.01
TRBV11.2,75,-0.132,0.4,-0.4,0.14,0.01
UBE4B,737,-0.132,0.1,-1.2,0.67,0.07
WDR62,14,-0.132,0.4,-0.3,0.12,0.01
ZBTB24,534,-0.132,0.2,-0.8,0.4,0.04
ACKR3,54,-0.133,0.2,-0.5,0.23,0.02
C16orf46,9,-0.133,0.5,-0.3,0.11,0.01
CD300LB,788,-0.133,0.3,-0.4,0.17,0.01
CD63.AS1,52,-0.133,0.2,-0.7,0.32,0.03
COPA,3150,-0.133,0.1,-1.1,0.57,0.06
CYB5RL,65,-0.133,0.2,-0.6,0.28,0.02
GTF2F1,1125,-0.133,0.1,-1.3,0.73,0.08
HMGN3.AS1,11,-0.133,0.4,-0.3,0.14,0.01
KIAA0040,2031,-0.133,0.2,-0.5,0.23,0.02
LRRIQ3,36,-0.133,0.3,-0.5,0.19,0.01
MLEC,1711,-0.133,0.1,-1,0.5,0.05
RAD51AP1,61,-0.133,0.3,-0.4,0.17,0.01
RBM12,2258,-0.133,0.1,-0.9,0.45,0.05
S1PR2,80,-0.133,0.2,-0.6,0.26,0.02
SPPL3,669,-0.133,0.1,-1.3,0.74,0.08
SPRYD4,156,-0.133,0.2,-0.7,0.33,0.03
THAP9,84,-0.133,0.2,-0.8,0.35,0.03
VSIG1,242,-0.133,0.2,-0.6,0.27,0.02
ZMYND11,1208,-0.133,0.1,-1.1,0.6,0.07
ZNF211,338,-0.133,0.1,-1,0.52,0.05
BICC1,3,-0.134,0.6,-0.2,0.08,0.01
CAPNS1,5554,-0.134,0.1,-1.2,0.62,0.07
CBFA2T2,340,-0.134,0.2,-0.8,0.36,0.03
CCDC14,225,-0.134,0.3,-0.5,0.2,0.01
CCR5AS,110,-0.134,0.3,-0.5,0.2,0.01
CRYBG3,270,-0.134,0.3,-0.5,0.22,0.02
CTNS,185,-0.134,0.2,-0.8,0.4,0.04
CYBRD1,906,-0.134,0.3,-0.4,0.17,0.01
DDIAS,90,-0.134,0.3,-0.5,0.22,0.02
DIAPH1,5812,-0.134,0.1,-1.4,0.8,0.09
DLGAP3,29,-0.134,0.6,-0.2,0.09,0.01
DOCK2,3244,-0.134,0.1,-0.9,0.45,0.05
HGH1,170,-0.134,0.1,-0.9,0.45,0.05
HNRNPR,3802,-0.134,0.1,-1.4,0.79,0.09
INSIG2,518,-0.134,0.1,-1.1,0.6,0.07
KCNA2,30,-0.134,0.4,-0.3,0.14,0.01
LANCL2,255,-0.134,0.1,-0.9,0.45,0.05
LINC01473,15,-0.134,0.3,-0.4,0.15,0.01
MAST3,822,-0.134,0.1,-1,0.47,0.05
NELL2,2265,-0.134,0.3,-0.4,0.17,0.01
PAXIP1,180,-0.134,0.1,-1,0.48,0.05
PPP4R2,1544,-0.134,0.1,-1.6,0.92,0.11
RPL3P2,14,-0.134,0.3,-0.5,0.19,0.01
SLC46A3,619,-0.134,0.1,-1.3,0.74,0.08
ZNF106,1867,-0.134,0.2,-0.8,0.39,0.03
AASDHPPT,1047,-0.135,0.1,-1.1,0.54,0.06
ADORA2B,36,-0.135,0.3,-0.4,0.17,0.01
ANKRD40,704,-0.135,0.1,-1.2,0.67,0.07
BICD1,141,-0.135,0.1,-1,0.49,0.05
CDK19,601,-0.135,0.1,-1.1,0.58,0.06
ETF1,1717,-0.135,0.1,-1.2,0.63,0.07
F11R,1165,-0.135,0.2,-0.9,0.41,0.04
HS6ST1,261,-0.135,0.1,-1.1,0.53,0.05
IFNLR1,101,-0.135,0.3,-0.4,0.18,0.01
RAP1A,4520,-0.135,0.1,-1,0.51,0.05
SUCLA2,529,-0.135,0.1,-1.4,0.8,0.09
TLE2,70,-0.135,0.3,-0.4,0.18,0.01
TMEM268,466,-0.135,0.2,-0.8,0.36,0.03
TRIOBP,479,-0.135,0.2,-0.7,0.3,0.02
VIM,27107,-0.135,0.2,-0.8,0.38,0.03
ACOX3,156,-0.136,0.2,-0.7,0.34,0.03
AGAP2,543,-0.136,0.2,-0.8,0.37,0.03
ARL5B,263,-0.136,0.2,-0.9,0.43,0.04
AVL9,700,-0.136,0.2,-0.8,0.38,0.03
CKAP2L,19,-0.136,0.4,-0.4,0.14,0.01
CRTAP,3452,-0.136,0.2,-0.6,0.27,0.02
CUL4B,1475,-0.136,0.1,-1.6,0.96,0.11
DBF4,317,-0.136,0.2,-0.8,0.39,0.03
DNAL4,150,-0.136,0.1,-1,0.51,0.05
EHD4,774,-0.136,0.1,-1.2,0.61,0.07
GABARAPL1,524,-0.136,0.2,-0.7,0.34,0.03
GHRLOS,10,-0.136,0.5,-0.3,0.1,0.01
GOLIM4,220,-0.136,0.2,-0.6,0.27,0.02
ITGA2,15,-0.136,0.3,-0.5,0.19,0.01
KIR3DL2,86,-0.136,0.3,-0.4,0.17,0.01
LDLRAP1,1985,-0.136,0.2,-0.7,0.29,0.02
LENG8,896,-0.136,0.4,-0.3,0.13,0.01
MDFIC,3221,-0.136,0.2,-0.7,0.32,0.03
MTMR1,859,-0.136,0.2,-0.9,0.43,0.04
PTOV1.AS2,15,-0.136,0.7,-0.2,0.07,0.01
RASA4B,295,-0.136,0.3,-0.5,0.2,0.01
RNF187,1288,-0.136,0.1,-1.4,0.79,0.09
SEPTIN4.AS1,3,-0.136,0.7,-0.2,0.07,0.01
SYNE1,1604,-0.136,0.2,-0.8,0.4,0.04
TAF2,488,-0.136,0.1,-1.3,0.74,0.08
TP53INP2,45,-0.136,0.3,-0.5,0.23,0.02
ZBTB25,468,-0.136,0.2,-0.9,0.43,0.04
ZCCHC3,699,-0.136,0.1,-0.9,0.46,0.05
ZRANB1,606,-0.136,0.1,-1.1,0.55,0.06
AHNAK,20921,-0.137,0.2,-0.7,0.32,0.03
ARNT,1046,-0.137,0.1,-1.3,0.68,0.08
CDK14,348,-0.137,0.4,-0.4,0.15,0.01
CEP104,329,-0.137,0.2,-0.7,0.33,0.03
CREBL2,2272,-0.137,0.1,-1.1,0.55,0.06
DESI1,536,-0.137,0.1,-0.9,0.46,0.05
DYSF,519,-0.137,0.4,-0.4,0.15,0.01
E2F3,595,-0.137,0.1,-1.4,0.76,0.09
FBXO5,205,-0.137,0.2,-0.6,0.28,0.02
FOCAD,320,-0.137,0.2,-0.9,0.43,0.04
HNRNPA3,6821,-0.137,0.1,-1.3,0.71,0.08
ISG15,668,-0.137,0.5,-0.3,0.12,0.01
LINC01127,36,-0.137,0.5,-0.3,0.1,0.01
LMAN2,2454,-0.137,0.1,-1.1,0.58,0.06
LPCAT2,791,-0.137,0.3,-0.4,0.16,0.01
MED14OS,28,-0.137,0.4,-0.3,0.14,0.01
NFXL1,243,-0.137,0.3,-0.5,0.21,0.01
NPEPPSP1.2,29,-0.137,0.4,-0.3,0.13,0.01
PCED1A,156,-0.137,0.2,-0.7,0.32,0.03
PDXDC1,865,-0.137,0.1,-1.2,0.61,0.07
PLD1,88,-0.137,0.3,-0.5,0.19,0.01
PRF1,5309,-0.137,0.3,-0.5,0.22,0.02
RGS12,89,-0.137,0.4,-0.4,0.15,0.01
SLC20A2,287,-0.137,0.2,-0.7,0.33,0.03
SLC35F5,432,-0.137,0.1,-1.1,0.56,0.06
TARDBP,2145,-0.137,0.1,-1,0.48,0.05
TMEM209,532,-0.137,0.2,-0.9,0.42,0.04
TMOD2,336,-0.137,0.2,-0.6,0.28,0.02
UBXN2B,764,-0.137,0.1,-1,0.5,0.05
WBP11,1822,-0.137,0.1,-1.3,0.71,0.08
WDR1,7152,-0.137,0.1,-1.4,0.83,0.1
WWP1,1279,-0.137,0.1,-0.9,0.46,0.05
ZNF367,123,-0.137,0.2,-0.6,0.27,0.02
ZNF496,204,-0.137,0.2,-0.9,0.4,0.04
ADORA2A,470,-0.138,0.2,-0.6,0.27,0.02
AEBP2,559,-0.138,0.1,-1.3,0.75,0.08
APPL2,339,-0.138,0.2,-0.9,0.43,0.04
BAMBI,4,-0.138,0.7,-0.2,0.08,0.01
CARHSP1,624,-0.138,0.1,-1,0.49,0.05
CCDC97,811,-0.138,0.1,-1.3,0.68,0.08
DACT3.AS1,4,-0.138,0.9,-0.1,0.06,0
ECD,524,-0.138,0.1,-1.3,0.69,0.08
FOXJ2,637,-0.138,0.1,-1.7,1.07,0.13
IL10RA,5631,-0.138,0.2,-0.9,0.41,0.04
IL19,5,-0.138,0.7,-0.2,0.07,0.01
IQSEC1,1837,-0.138,0.1,-1.3,0.68,0.08
KPNB1,2688,-0.138,0.1,-1.2,0.65,0.07
MLLT6,2995,-0.138,0.2,-0.7,0.29,0.02
RAB1B,2172,-0.138,0.1,-1.5,0.9,0.11
SLC9A3R1.AS1,90,-0.138,0.2,-0.7,0.31,0.03
STING1,1496,-0.138,0.1,-1,0.48,0.05
TBCC,494,-0.138,0.1,-1,0.49,0.05
TMEM170A,703,-0.138,0.1,-1.2,0.61,0.07
TRIM28,2184,-0.138,0.1,-1.1,0.54,0.06
TUBGCP6,351,-0.138,0.4,-0.4,0.14,0.01
VRK3,718,-0.138,0.1,-1.1,0.58,0.06
ACTA2.AS1,3,-0.139,1,-0.1,0.05,0
AP2A1,883,-0.139,0.1,-1,0.5,0.05
B3GNT7,50,-0.139,0.4,-0.3,0.13,0.01
CMPK2,269,-0.139,0.2,-0.7,0.34,0.03
DCPS,417,-0.139,0.1,-1.3,0.68,0.08
DEF6,1377,-0.139,0.1,-1.1,0.53,0.05
DIAPH3,8,-0.139,0.7,-0.2,0.08,0.01
EEPD1,222,-0.139,0.3,-0.4,0.18,0.01
EPPK1,20,-0.139,0.3,-0.4,0.16,0.01
GAS2,26,-0.139,0.3,-0.5,0.23,0.02
GCSAML,23,-0.139,0.3,-0.4,0.18,0.01
IFNG,44,-0.139,0.4,-0.3,0.14,0.01
ISOC1,349,-0.139,0.2,-0.9,0.43,0.04
KIAA0232,671,-0.139,0.2,-0.9,0.44,0.04
KIAA0319L,570,-0.139,0.2,-0.7,0.33,0.03
MBLAC2,206,-0.139,0.2,-0.6,0.24,0.02
RPL23AP65,3,-0.139,0.7,-0.2,0.08,0.01
SLC2A8,47,-0.139,0.2,-0.6,0.27,0.02
SNX13,527,-0.139,0.2,-0.8,0.37,0.03
TRBV25.1,42,-0.139,0.4,-0.4,0.14,0.01
ZNF584.DT,63,-0.139,0.3,-0.5,0.2,0.01
ZSCAN2,86,-0.139,0.2,-0.8,0.37,0.03
ABTB3,267,-0.14,0.2,-0.8,0.35,0.03
ALG9,202,-0.14,0.2,-0.8,0.35,0.03
CAAP1,432,-0.14,0.1,-1,0.48,0.05
DHX35,151,-0.14,0.2,-0.9,0.44,0.05
EPHA4,252,-0.14,0.3,-0.5,0.22,0.02
ERLIN1,441,-0.14,0.2,-0.8,0.34,0.03
IL12RB1,650,-0.14,0.2,-0.7,0.3,0.02
KANSL1L.AS1,5,-0.14,0.9,-0.2,0.06,0
PCBP3,7,-0.14,0.4,-0.3,0.13,0.01
PELO,171,-0.14,0.1,-1,0.49,0.05
RFX3.DT,39,-0.14,0.4,-0.4,0.14,0.01
RICTOR,851,-0.14,0.2,-0.8,0.38,0.03
SETP14,8,-0.14,0.4,-0.4,0.15,0.01
SLC26A8,5,-0.14,0.7,-0.2,0.08,0.01
SLC39A10,320,-0.14,0.1,-1,0.51,0.05
SLC51A,15,-0.14,0.3,-0.4,0.18,0.01
TCEA1P2,8,-0.14,0.4,-0.4,0.15,0.01
TCTN2,68,-0.14,0.3,-0.5,0.23,0.02
THADA,505,-0.14,0.1,-1.3,0.7,0.08
TRPV4,7,-0.14,0.6,-0.2,0.09,0.01
XPO7,1103,-0.14,0.1,-2,1.35,0.18
ZNF800,775,-0.14,0.1,-1.4,0.79,0.09
ZXDB,291,-0.14,0.2,-0.7,0.31,0.03
ALOX5AP,1377,-0.141,0.2,-0.7,0.34,0.03
BTN3A1,2014,-0.141,0.2,-0.9,0.41,0.04
CNOT1,3286,-0.141,0.1,-1.8,1.11,0.14
CSRP1.AS1,53,-0.141,0.3,-0.6,0.24,0.02
GAB2,429,-0.141,0.3,-0.4,0.17,0.01
GAB3,459,-0.141,0.2,-0.6,0.28,0.02
JUN.DT,30,-0.141,0.3,-0.5,0.2,0.01
KLHL15,286,-0.141,0.2,-0.9,0.44,0.05
NAPEPLD,100,-0.141,0.2,-0.8,0.39,0.04
PBXIP1,4626,-0.141,0.2,-0.9,0.43,0.04
PFKP,515,-0.141,0.1,-1.1,0.56,0.06
PTPN7,807,-0.141,0.2,-0.8,0.39,0.04
RAB3D,866,-0.141,0.3,-0.5,0.23,0.02
RAF1,1658,-0.141,0.1,-1.2,0.66,0.07
S1PR4,1307,-0.141,0.2,-0.8,0.39,0.04
SCYL2,1183,-0.141,0.1,-1.8,1.16,0.15
SLC36A4,416,-0.141,0.2,-0.8,0.35,0.03
STAT5B,3219,-0.141,0.1,-1.3,0.74,0.08
UFSP2,386,-0.141,0.1,-1,0.51,0.05
YIF1B,357,-0.141,0.1,-1,0.52,0.05
ZNF275,284,-0.141,0.1,-1,0.47,0.05
ZNF330,640,-0.141,0.1,-1.8,1.16,0.15
ZNF623,507,-0.141,0.2,-0.9,0.44,0.05
ZNF628,78,-0.141,0.2,-0.6,0.25,0.02
ACSS2,413,-0.142,0.2,-0.6,0.27,0.02
ADARB2,5,-0.142,1.2,-0.1,0.04,0
AKT3,546,-0.142,0.2,-0.7,0.32,0.03
ATMIN,1435,-0.142,0.1,-1.4,0.77,0.09
ENTPD4,741,-0.142,0.2,-0.8,0.35,0.03
EXOG,128,-0.142,0.2,-0.8,0.39,0.04
FBXL8,55,-0.142,0.3,-0.6,0.24,0.02
LGMN,172,-0.142,0.3,-0.5,0.23,0.02
MBTPS1.DT,5,-0.142,0.5,-0.3,0.12,0.01
MED15,867,-0.142,0.1,-1,0.47,0.05
PHF23,795,-0.142,0.1,-1,0.53,0.05
POC1A,37,-0.142,0.3,-0.5,0.19,0.01
POFUT1,707,-0.142,0.1,-1.1,0.59,0.07
PTBP3,5916,-0.142,0.1,-1.4,0.75,0.09
PTP4A2,11177,-0.142,0.1,-1.5,0.88,0.1
PTPN1,1575,-0.142,0.1,-1.3,0.74,0.08
PXN.AS1,782,-0.142,0.1,-1.2,0.6,0.07
SBNO1,1033,-0.142,0.1,-1.5,0.83,0.1
SH3KBP1,3309,-0.142,0.1,-1.2,0.66,0.07
SLC43A1,118,-0.142,0.2,-0.8,0.35,0.03
SNTB1,828,-0.142,0.2,-0.7,0.32,0.03
SNX5,1726,-0.142,0.1,-1.7,1.08,0.14
TATDN2,1395,-0.142,0.1,-1.2,0.65,0.07
TERF1,656,-0.142,0.1,-1.5,0.84,0.1
TMEM229B,463,-0.142,0.1,-1,0.51,0.05
TOB2,1016,-0.142,0.1,-1,0.5,0.05
TVP23C.CDRT4,11,-0.142,0.7,-0.2,0.08,0.01
UBE2J1,3928,-0.142,0.2,-0.9,0.45,0.05
UFL1.AS1,6,-0.142,0.9,-0.2,0.06,0
USP22,1710,-0.142,0.1,-1.5,0.84,0.1
ZNF740,775,-0.142,0.1,-1,0.49,0.05
ZNNT1,39,-0.142,0.3,-0.5,0.23,0.02
ARHGEF11,407,-0.143,0.2,-0.6,0.25,0.02
CES2,555,-0.143,0.2,-0.9,0.43,0.04
CHMP1A,1078,-0.143,0.1,-1.4,0.76,0.09
CTSW,2326,-0.143,0.3,-0.4,0.18,0.01
DCAF1,606,-0.143,0.2,-0.9,0.44,0.04
ERO1A,1733,-0.143,0.1,-1.3,0.74,0.08
GNPTAB,1663,-0.143,0.1,-1.2,0.67,0.07
IRS2,436,-0.143,0.3,-0.5,0.22,0.02
LINC01011,86,-0.143,0.3,-0.5,0.2,0.01
LINC01725,6,-0.143,0.5,-0.3,0.1,0.01
MAK,14,-0.143,0.4,-0.4,0.14,0.01
MEGF9,3241,-0.143,0.3,-0.5,0.19,0.01
MIF4GD.DT,17,-0.143,0.4,-0.4,0.16,0.01
PPM1F,925,-0.143,0.2,-0.6,0.26,0.02
PRICKLE1,101,-0.143,0.4,-0.4,0.14,0.01
RASGRF1,8,-0.143,0.9,-0.2,0.06,0
SDCBP2,14,-0.143,0.3,-0.5,0.2,0.01
TMED5,2348,-0.143,0.1,-1.5,0.84,0.1
TOP1MT,331,-0.143,0.2,-0.7,0.3,0.02
TRAF1,457,-0.143,0.2,-0.6,0.25,0.02
TRAV12.3,104,-0.143,0.3,-0.6,0.24,0.02
TRBV27,193,-0.143,0.3,-0.4,0.18,0.01
TTLL12,382,-0.143,0.1,-1.3,0.72,0.08
ARL5A,1705,-0.144,0.2,-0.7,0.32,0.03
CMTR1,851,-0.144,0.2,-0.9,0.42,0.04
DNAJC6,22,-0.144,0.3,-0.5,0.22,0.02
GNAL,51,-0.144,0.3,-0.5,0.2,0.01
IKZF1,7037,-0.144,0.1,-1.2,0.62,0.07
MEST,139,-0.144,0.3,-0.5,0.23,0.02
MMUT,375,-0.144,0.1,-1,0.49,0.05
PAGR1,575,-0.144,0.1,-1.5,0.87,0.1
PTPN9,818,-0.144,0.1,-1.1,0.56,0.06
RBM15,213,-0.144,0.1,-1,0.51,0.05
SF3B4,860,-0.144,0.1,-1.5,0.87,0.1
SH3PXD2A,171,-0.144,0.2,-0.6,0.25,0.02
SLC9A8,233,-0.144,0.2,-0.9,0.41,0.04
TERF2,566,-0.144,0.1,-1.1,0.53,0.05
TRAPPC10,847,-0.144,0.2,-0.7,0.29,0.02
TRPC1,31,-0.144,0.4,-0.4,0.16,0.01
USP32,828,-0.144,0.1,-1,0.49,0.05
WWP2,961,-0.144,0.1,-1.5,0.86,0.1
ZNF426,246,-0.144,0.2,-0.9,0.42,0.04
ABCD1,268,-0.145,0.2,-0.7,0.32,0.03
ASB16,6,-0.145,0.7,-0.2,0.07,0.01
CERS2,2008,-0.145,0.1,-1.2,0.65,0.07
EDEM1,2208,-0.145,0.2,-0.9,0.46,0.05
EPB41L4A,46,-0.145,0.4,-0.4,0.17,0.01
ETV7,55,-0.145,0.6,-0.2,0.09,0.01
FAM120B,510,-0.145,0.1,-1.2,0.65,0.07
FNBP1,3634,-0.145,0.1,-1.1,0.56,0.06
G6PD,1127,-0.145,0.1,-1,0.5,0.05
GALNT7,640,-0.145,0.1,-1.6,0.93,0.11
LTC4S,5,-0.145,0.5,-0.3,0.13,0.01
NBPF20,32,-0.145,0.4,-0.4,0.14,0.01
PHLDB3,70,-0.145,0.3,-0.5,0.23,0.02
PROCA1,30,-0.145,0.4,-0.4,0.16,0.01
PRSS23,488,-0.145,0.4,-0.4,0.15,0.01
RPL7AP39,3,-0.145,0.9,-0.2,0.06,0
RPS6KA5,315,-0.145,0.2,-0.8,0.37,0.03
RPS6KB1,717,-0.145,0.1,-1.1,0.56,0.06
TC2N,2942,-0.145,0.2,-0.6,0.26,0.02
TECPR1,558,-0.145,0.2,-0.8,0.37,0.03
TLR4,2524,-0.145,0.4,-0.4,0.14,0.01
ABCC5,253,-0.146,0.2,-0.7,0.3,0.02
ALMS1.IT1,7,-0.146,0.4,-0.4,0.16,0.01
CDK2,240,-0.146,0.2,-0.8,0.36,0.03
DESI2,693,-0.146,0.1,-1.6,0.95,0.11
DRC7,4,-0.146,0.8,-0.2,0.07,0.01
GPR34,147,-0.146,0.6,-0.2,0.09,0.01
H2BC15,32,-0.146,0.5,-0.3,0.13,0.01
HSPA13,987,-0.146,0.2,-0.9,0.42,0.04
MAVS,772,-0.146,0.2,-0.9,0.41,0.04
NOL3,24,-0.146,0.4,-0.3,0.13,0.01
PTGFRN,103,-0.146,0.6,-0.2,0.09,0.01
RNASEL,408,-0.146,0.1,-1.2,0.66,0.07
SF3A2,1026,-0.146,0.1,-1.2,0.62,0.07
YIPF4,1107,-0.146,0.2,-0.9,0.45,0.05
ZNF174,140,-0.146,0.2,-1,0.47,0.05
ADCY10P1.1,19,-0.147,0.8,-0.2,0.07,0
AP1AR.DT,11,-0.147,0.4,-0.4,0.15,0.01
ATXN7L3B,2784,-0.147,0.2,-0.9,0.45,0.05
BRAP,480,-0.147,0.1,-1.5,0.85,0.1
CFAP57,3,-0.147,0.7,-0.2,0.08,0.01
CMIP,1212,-0.147,0.2,-0.9,0.44,0.05
DIS3,939,-0.147,0.1,-1.3,0.69,0.08
GLI3,4,-0.147,0.9,-0.2,0.06,0
GRIP1,55,-0.147,0.5,-0.3,0.11,0.01
LRG1,60,-0.147,0.4,-0.4,0.15,0.01
PAQR8,978,-0.147,0.2,-0.9,0.45,0.05
RCC1L,507,-0.147,0.1,-1.1,0.59,0.07
RRN3P3.1,62,-0.147,0.2,-0.8,0.36,0.03
SRFBP1,183,-0.147,0.1,-1.2,0.63,0.07
