symbol,baseMean,log2FoldChange,lfcSE,stat,minus_log10_pvalue,minus_log10_padjvalue
DENND1A,543,-0.07,0.3,-0.3,0.11,0.01
DENND5B,220,-0.07,0.4,-0.2,0.06,0
GSK3A,969,-0.07,0.1,-0.6,0.25,0.02
H3.3B,10831,-0.07,0.1,-0.7,0.32,0.03
IGKV6.21,39,-0.07,0.6,-0.1,0.04,0
INTS8,922,-0.07,0.2,-0.5,0.19,0.01
LAMP2,3459,-0.07,0.2,-0.4,0.18,0.01
LIMK2,541,-0.07,0.2,-0.4,0.17,0.01
LINC00598,7,-0.07,0.6,-0.1,0.04,0
LINC00641,106,-0.07,0.4,-0.2,0.06,0
LINC02976,9,-0.07,0.4,-0.2,0.07,0.01
LRRC40,382,-0.07,0.2,-0.4,0.18,0.01
MALAT1,1667,-0.07,0.4,-0.2,0.07,0.01
MYD88,3038,-0.07,0.2,-0.3,0.13,0.01
PA2G4,2572,-0.07,0.1,-0.8,0.35,0.03
PCNA,1121,-0.07,0.2,-0.3,0.12,0.01
PHIP,1039,-0.07,0.2,-0.4,0.18,0.01
PIP5K1C,406,-0.07,0.1,-0.5,0.21,0.01
PJA1,419,-0.07,0.2,-0.4,0.16,0.01
PROSER1,642,-0.07,0.1,-0.6,0.27,0.02
RFTN1,1230,-0.07,0.1,-0.8,0.38,0.03
RRP7BP.1,52,-0.07,0.4,-0.2,0.06,0
RWDD2B,261,-0.07,0.2,-0.3,0.14,0.01
SLC33A1,579,-0.07,0.1,-0.7,0.29,0.02
SLX4IP,140,-0.07,0.1,-0.5,0.22,0.02
SMAP1,699,-0.07,0.1,-0.6,0.28,0.02
TMCO1.AS1,3,-0.07,0.7,-0.1,0.04,0
TMEM132A,3,-0.07,0.8,-0.1,0.03,0
UBE2K,1893,-0.07,0.1,-0.6,0.27,0.02
UBP1,1629,-0.07,0.1,-0.7,0.33,0.03
ZNF234,103,-0.07,0.2,-0.4,0.17,0.01
ALDH3A2,787,-0.071,0.2,-0.4,0.15,0.01
DDX46,1644,-0.071,0.1,-0.6,0.28,0.02
FHIP1B,408,-0.071,0.2,-0.3,0.12,0.01
GNAI3,2809,-0.071,0.1,-0.6,0.27,0.02
GPKOW,451,-0.071,0.1,-0.6,0.25,0.02
HLX,133,-0.071,0.3,-0.2,0.08,0.01
HMCES,914,-0.071,0.2,-0.5,0.19,0.01
HNRNPAB,1714,-0.071,0.1,-0.6,0.24,0.02
KRT8P12,10,-0.071,1,-0.1,0.02,0
MCTS2,69,-0.071,0.3,-0.2,0.1,0.01
MIGA1,307,-0.071,0.1,-0.5,0.21,0.01
MTDH,3690,-0.071,0.1,-1.1,0.54,0.06
MTF1,521,-0.071,0.1,-0.5,0.21,0.01
NFYC,748,-0.071,0.1,-0.8,0.35,0.03
OPTN,1647,-0.071,0.2,-0.4,0.16,0.01
PAICS,747,-0.071,0.2,-0.4,0.15,0.01
PHF3,1258,-0.071,0.1,-0.6,0.27,0.02
PPP1CB,5586,-0.071,0.1,-0.5,0.2,0.01
PTGES2,300,-0.071,0.1,-0.7,0.32,0.03
RAB37,1338,-0.071,0.1,-0.6,0.24,0.02
RAB6A,3132,-0.071,0.1,-0.9,0.43,0.04
RBPJ,1598,-0.071,0.1,-0.6,0.24,0.02
RSBN1,1050,-0.071,0.1,-0.5,0.22,0.02
SFI1,272,-0.071,0.3,-0.2,0.08,0.01
SGK3,623,-0.071,0.2,-0.4,0.15,0.01
SLX4,77,-0.071,0.2,-0.4,0.15,0.01
SPIDR,592,-0.071,0.2,-0.4,0.17,0.01
SRGAP1,7,-0.071,0.6,-0.1,0.04,0
STK17B,8642,-0.071,0.1,-0.6,0.24,0.02
TESPA1,1460,-0.071,0.2,-0.3,0.12,0.01
TMEM154,1489,-0.071,0.2,-0.4,0.16,0.01
TMEM181,551,-0.071,0.1,-0.5,0.21,0.01
TRAF3,642,-0.071,0.1,-0.5,0.21,0.01
TRIM66,103,-0.071,0.4,-0.2,0.07,0.01
XPNPEP3,149,-0.071,0.2,-0.3,0.12,0.01
YTHDF1,867,-0.071,0.1,-1,0.5,0.05
ZG16B,29,-0.071,0.4,-0.2,0.07,0.01
ZHX1,525,-0.071,0.1,-0.7,0.34,0.03
ZNF33A,766,-0.071,0.1,-0.7,0.3,0.02
ATN1,249,-0.072,0.2,-0.4,0.16,0.01
CRTC3,1083,-0.072,0.2,-0.4,0.18,0.01
CSRP1,1102,-0.072,0.1,-0.7,0.33,0.03
DHX37,241,-0.072,0.1,-0.5,0.22,0.02
ERCC6L2,382,-0.072,0.1,-0.5,0.23,0.02
FNTB,134,-0.072,0.2,-0.4,0.18,0.01
FURIN,1091,-0.072,0.2,-0.5,0.19,0.01
GPD1L,549,-0.072,0.1,-0.5,0.23,0.02
GPR160,844,-0.072,0.3,-0.2,0.08,0.01
HBS1L,682,-0.072,0.1,-0.7,0.31,0.03
MGRN1,643,-0.072,0.1,-0.5,0.23,0.02
PDHA1,836,-0.072,0.1,-0.8,0.36,0.03
POLR3C,576,-0.072,0.1,-1.1,0.54,0.06
RNF34,836,-0.072,0.1,-0.5,0.21,0.01
SEC22B,1873,-0.072,0.1,-0.6,0.26,0.02
TAS2R14,12,-0.072,0.4,-0.2,0.08,0.01
VPS8,518,-0.072,0.1,-0.7,0.29,0.02
WDR35,131,-0.072,0.2,-0.4,0.14,0.01
ZMPSTE24,1305,-0.072,0.1,-0.5,0.23,0.02
ZNF286B.1,26,-0.072,0.3,-0.2,0.08,0.01
AGAP1,98,-0.073,0.5,-0.1,0.05,0
ANG,89,-0.073,0.3,-0.2,0.08,0.01
ASAH1,5817,-0.073,0.3,-0.3,0.11,0.01
CDADC1,147,-0.073,0.2,-0.4,0.15,0.01
CEP76,96,-0.073,0.2,-0.4,0.16,0.01
CNST,1021,-0.073,0.2,-0.4,0.17,0.01
CTBP1.DT,289,-0.073,0.1,-0.5,0.22,0.02
GGA3,645,-0.073,0.2,-0.4,0.14,0.01
HNRNPA1P7,93,-0.073,0.2,-0.5,0.2,0.01
NAMPTP1,62,-0.073,0.5,-0.1,0.05,0
NEK1,237,-0.073,0.1,-0.6,0.27,0.02
PDIK1L,281,-0.073,0.2,-0.4,0.15,0.01
PGGT1B,593,-0.073,0.2,-0.3,0.14,0.01
PIK3C2A,453,-0.073,0.1,-0.7,0.34,0.03
PPP3R1,2354,-0.073,0.1,-0.7,0.32,0.03
RHBDD1,674,-0.073,0.2,-0.5,0.19,0.01
SGCA,3,-0.073,0.7,-0.1,0.04,0
TFR2,24,-0.073,0.4,-0.2,0.08,0.01
TMEM87A,1262,-0.073,0.1,-0.7,0.31,0.03
TTC32,95,-0.073,0.3,-0.3,0.1,0.01
ZNF365,57,-0.073,0.4,-0.2,0.08,0.01
ANKIB1,778,-0.074,0.1,-0.7,0.33,0.03
ANO8,61,-0.074,0.3,-0.2,0.08,0.01
ARL6IP1,4102,-0.074,0.1,-0.5,0.23,0.02
COX10.DT,169,-0.074,0.2,-0.5,0.2,0.01
CSF2RB,1003,-0.074,0.3,-0.2,0.09,0.01
GM2A,1894,-0.074,0.2,-0.3,0.12,0.01
IBTK,1204,-0.074,0.1,-0.7,0.32,0.03
MED13L,1284,-0.074,0.2,-0.5,0.2,0.01
NAA35,398,-0.074,0.2,-0.5,0.19,0.01
NRM,251,-0.074,0.1,-0.5,0.22,0.02
PLAU,5,-0.074,0.6,-0.1,0.05,0
PSMG2,1012,-0.074,0.1,-0.6,0.27,0.02
SAP30BP,1085,-0.074,0.1,-0.8,0.4,0.04
SLC39A11,438,-0.074,0.2,-0.4,0.16,0.01
SPIN3,118,-0.074,0.2,-0.4,0.17,0.01
SRGAP2B,289,-0.074,0.2,-0.3,0.12,0.01
STYX,1533,-0.074,0.2,-0.4,0.17,0.01
TMEM200A,87,-0.074,0.4,-0.2,0.06,0
TRMO,257,-0.074,0.1,-0.5,0.22,0.02
URI1,1643,-0.074,0.1,-0.7,0.29,0.02
USP1,1587,-0.074,0.1,-0.7,0.29,0.02
ZDHHC20,3385,-0.074,0.1,-0.7,0.32,0.03
ZNF362,351,-0.074,0.1,-0.6,0.25,0.02
ZNF496.DT,24,-0.074,0.3,-0.3,0.11,0.01
ALAD,714,-0.075,0.1,-0.7,0.33,0.03
ANAPC1,690,-0.075,0.2,-0.4,0.17,0.01
BCKDK,424,-0.075,0.2,-0.4,0.15,0.01
CANX,12057,-0.075,0.1,-0.8,0.36,0.03
CAPN1,2147,-0.075,0.1,-0.9,0.41,0.04
CYREN,836,-0.075,0.1,-0.7,0.31,0.02
DDX6,6840,-0.075,0.1,-0.5,0.23,0.02
DHX29,409,-0.075,0.1,-1,0.47,0.05
FAS,880,-0.075,0.2,-0.3,0.14,0.01
KIFAP3,448,-0.075,0.2,-0.4,0.17,0.01
LCP2,3944,-0.075,0.1,-0.6,0.24,0.02
LIN9,102,-0.075,0.2,-0.4,0.18,0.01
MCOLN2,198,-0.075,0.2,-0.4,0.15,0.01
MLANA,4,-0.075,0.8,-0.1,0.03,0
PAQR7,124,-0.075,0.2,-0.3,0.12,0.01
PKNOX1,386,-0.075,0.1,-0.6,0.26,0.02
SAE1,1376,-0.075,0.1,-0.6,0.26,0.02
SLC26A6,116,-0.075,0.3,-0.2,0.1,0.01
SLC7A7,3507,-0.075,0.3,-0.2,0.09,0.01
TLR8,2104,-0.075,0.4,-0.2,0.08,0.01
TOMM40P4,3,-0.075,0.8,-0.1,0.03,0
USP16,892,-0.075,0.1,-0.9,0.44,0.05
VCF1,1032,-0.075,0.1,-0.7,0.33,0.03
WDR43,826,-0.075,0.1,-0.6,0.26,0.02
ZNF446,61,-0.075,0.2,-0.4,0.15,0.01
AKT1S1,211,-0.076,0.1,-0.5,0.21,0.02
AMMECR1L,392,-0.076,0.1,-0.9,0.41,0.04
BMI1,1585,-0.076,0.2,-0.5,0.21,0.01
C19orf47,131,-0.076,0.2,-0.4,0.16,0.01
COX15,887,-0.076,0.1,-0.6,0.27,0.02
CXorf38,1051,-0.076,0.1,-0.6,0.27,0.02
DFFB,172,-0.076,0.1,-0.6,0.26,0.02
EIF5,3130,-0.076,0.1,-0.8,0.39,0.04
EMC9,61,-0.076,0.2,-0.3,0.14,0.01
FARSA,581,-0.076,0.1,-0.6,0.28,0.02
FBXO46,210,-0.076,0.1,-0.6,0.25,0.02
FDXR,83,-0.076,0.3,-0.3,0.1,0.01
GCSH,95,-0.076,0.1,-0.5,0.23,0.02
GIHCG,98,-0.076,0.2,-0.4,0.18,0.01
GMCL1,959,-0.076,0.1,-0.5,0.23,0.02
HNRNPD,5314,-0.076,0.1,-1,0.5,0.05
JPT2,640,-0.076,0.1,-0.6,0.28,0.02
KLC4,147,-0.076,0.2,-0.5,0.19,0.01
MARS2,241,-0.076,0.2,-0.4,0.15,0.01
MGAT5,1227,-0.076,0.2,-0.3,0.14,0.01
NUCKS1,3798,-0.076,0.1,-0.6,0.27,0.02
RGS16,12,-0.076,0.4,-0.2,0.07,0
SEC22C,683,-0.076,0.1,-0.7,0.31,0.03
SENP7,697,-0.076,0.2,-0.4,0.16,0.01
SPART,881,-0.076,0.2,-0.5,0.19,0.01
SPMIP4,216,-0.076,0.1,-0.5,0.22,0.02
SPRTN,227,-0.076,0.1,-0.6,0.24,0.02
ZSCAN31,14,-0.076,0.4,-0.2,0.08,0.01
ACO2,1335,-0.077,0.1,-0.9,0.42,0.04
CASP7,623,-0.077,0.1,-0.5,0.22,0.02
CCDC9,228,-0.077,0.1,-0.7,0.32,0.03
CDC14A,867,-0.077,0.2,-0.4,0.15,0.01
CHMP2B,1122,-0.077,0.1,-0.7,0.32,0.03
DGKH,143,-0.077,0.2,-0.4,0.14,0.01
EMD,582,-0.077,0.1,-0.8,0.39,0.04
EXOSC6,699,-0.077,0.1,-0.7,0.31,0.03
FMR1,935,-0.077,0.1,-0.7,0.31,0.02
HMGXB3,335,-0.077,0.2,-0.5,0.21,0.01
IARS2,1977,-0.077,0.1,-0.8,0.39,0.04
MAP2K2,1328,-0.077,0.1,-0.6,0.25,0.02
MAP3K3,1255,-0.077,0.2,-0.4,0.16,0.01
NAA40,216,-0.077,0.2,-0.4,0.18,0.01
NBR2,57,-0.077,0.2,-0.3,0.13,0.01
NCBP1,763,-0.077,0.1,-0.7,0.3,0.02
NOMO1,958,-0.077,0.1,-0.6,0.28,0.02
PBRM1,1362,-0.077,0.1,-0.8,0.39,0.04
PEX1,297,-0.077,0.1,-0.5,0.22,0.02
PGD,4132,-0.077,0.3,-0.3,0.12,0.01
POGK,1070,-0.077,0.1,-0.7,0.34,0.03
PUS7L,529,-0.077,0.2,-0.5,0.19,0.01
RABGGTA,231,-0.077,0.2,-0.5,0.21,0.02
RABL6,882,-0.077,0.1,-0.6,0.26,0.02
ROR1,5,-0.077,0.7,-0.1,0.04,0
SET,8930,-0.077,0.1,-0.8,0.39,0.03
TPGS1,123,-0.077,0.2,-0.5,0.2,0.01
TTYH2,419,-0.077,0.2,-0.3,0.14,0.01
ZNF326,336,-0.077,0.2,-0.5,0.19,0.01
AGO4,1208,-0.078,0.2,-0.3,0.13,0.01
ARRB2,4346,-0.078,0.2,-0.5,0.19,0.01
ASXL1,1064,-0.078,0.1,-0.6,0.24,0.02
BCS1L,112,-0.078,0.3,-0.3,0.11,0.01
COL15A1,6,-0.078,0.7,-0.1,0.04,0
DERL3,120,-0.078,0.5,-0.2,0.06,0
DTX3,117,-0.078,0.2,-0.3,0.12,0.01
ERLIN2,547,-0.078,0.1,-0.6,0.25,0.02
EXOC3,915,-0.078,0.1,-0.8,0.35,0.03
FUT7,245,-0.078,0.2,-0.4,0.14,0.01
GK5,202,-0.078,0.3,-0.3,0.1,0.01
GOLPH3,2844,-0.078,0.1,-1,0.48,0.05
GOT2,894,-0.078,0.1,-0.6,0.27,0.02
JAG1,45,-0.078,0.4,-0.2,0.07,0
LRRC59,1092,-0.078,0.1,-0.6,0.26,0.02
LRRC75B,3,-0.078,0.8,-0.1,0.04,0
MVD,201,-0.078,0.2,-0.4,0.18,0.01
NBL1,110,-0.078,0.3,-0.3,0.1,0.01
P2RY8,1913,-0.078,0.1,-0.5,0.23,0.02
PARP11,509,-0.078,0.2,-0.4,0.17,0.01
STXBP3,1401,-0.078,0.1,-0.8,0.35,0.03
SUPT16H,2355,-0.078,0.1,-0.7,0.34,0.03
TNS2.AS1,24,-0.078,0.3,-0.3,0.11,0.01
VESTAR,10,-0.078,0.6,-0.1,0.05,0
VMA12,573,-0.078,0.1,-0.5,0.23,0.02
ZFP3,129,-0.078,0.2,-0.4,0.16,0.01
ACAD11,101,-0.079,0.4,-0.2,0.08,0.01
ATXN7L2,64,-0.079,0.2,-0.5,0.2,0.01
CCDC6,760,-0.079,0.1,-0.7,0.32,0.03
CCDC7,48,-0.079,0.3,-0.2,0.09,0.01
CHST7,160,-0.079,0.2,-0.4,0.15,0.01
CKM,4,-0.079,0.8,-0.1,0.04,0
CRADD,148,-0.079,0.2,-0.5,0.21,0.01
DAXX,1676,-0.079,0.1,-0.7,0.31,0.03
ELP3,943,-0.079,0.1,-0.6,0.25,0.02
EPM2AIP1,417,-0.079,0.2,-0.3,0.13,0.01
FITM2,79,-0.079,0.2,-0.5,0.22,0.02
GIGYF2,857,-0.079,0.1,-0.7,0.34,0.03
HPSE,692,-0.079,0.3,-0.3,0.1,0.01
LIMS2,57,-0.079,0.3,-0.2,0.09,0.01
LPAR5,197,-0.079,0.3,-0.3,0.11,0.01
LY6E,3021,-0.079,0.3,-0.3,0.1,0.01
MKRN2,741,-0.079,0.1,-0.6,0.27,0.02
NEK9,1828,-0.079,0.1,-0.9,0.44,0.05
ORAI1,1116,-0.079,0.1,-0.6,0.25,0.02
PDZD4,293,-0.079,0.3,-0.2,0.1,0.01
RAB21,1596,-0.079,0.1,-0.8,0.35,0.03
RLF,435,-0.079,0.1,-0.7,0.32,0.03
SCAMP3,514,-0.079,0.1,-0.8,0.39,0.03
SLC22A15,125,-0.079,0.4,-0.2,0.08,0.01
SOS2,1040,-0.079,0.1,-0.6,0.28,0.02
TFCP2,1000,-0.079,0.1,-1,0.51,0.05
TMEM167B,1945,-0.079,0.1,-0.8,0.35,0.03
TMEM94,358,-0.079,0.2,-0.4,0.15,0.01
UNG,394,-0.079,0.2,-0.4,0.15,0.01
VAMP2,1741,-0.079,0.1,-0.6,0.27,0.02
WAS,2781,-0.079,0.1,-0.8,0.39,0.04
ZNF276,602,-0.079,0.2,-0.3,0.13,0.01
ZNF304,180,-0.079,0.2,-0.4,0.16,0.01
ANKRD13A,1906,-0.08,0.1,-0.6,0.24,0.02
ARHGAP32,107,-0.08,0.3,-0.3,0.12,0.01
ATP1A1,6244,-0.08,0.1,-0.8,0.36,0.03
CCDC18.AS1,85,-0.08,0.4,-0.2,0.08,0.01
DGAT2,167,-0.08,0.3,-0.3,0.1,0.01
DHX30,617,-0.08,0.1,-0.8,0.39,0.04
ECHDC3,51,-0.08,0.4,-0.2,0.07,0.01
FASTKD1,366,-0.08,0.2,-0.5,0.2,0.01
HNRNPU,9561,-0.08,0.1,-1,0.48,0.05
LEF1,2884,-0.08,0.3,-0.3,0.12,0.01
MCCC1,297,-0.08,0.1,-0.8,0.35,0.03
PAK1,1742,-0.08,0.2,-0.4,0.14,0.01
PARAIL,36,-0.08,0.4,-0.2,0.08,0.01
RUSF1,406,-0.08,0.1,-0.6,0.28,0.02
SH3BP5L,430,-0.08,0.1,-0.8,0.38,0.03
SLC16A1,415,-0.08,0.2,-0.5,0.21,0.01
SLC35F2,231,-0.08,0.2,-0.4,0.15,0.01
SPSB3,317,-0.08,0.1,-0.6,0.26,0.02
STRIP1,448,-0.08,0.1,-0.7,0.33,0.03
TIMD4,8,-0.08,0.4,-0.2,0.07,0
TMED9,1736,-0.08,0.1,-0.8,0.36,0.03
TMEM234,58,-0.08,0.2,-0.5,0.19,0.01
TRIM56,752,-0.08,0.2,-0.4,0.18,0.01
TTC4,391,-0.08,0.1,-0.7,0.3,0.02
ZNF12,469,-0.08,0.2,-0.5,0.2,0.01
ZNF414,113,-0.08,0.2,-0.4,0.16,0.01
ABCB1,410,-0.081,0.3,-0.3,0.12,0.01
ACSL5,1627,-0.081,0.1,-0.7,0.34,0.03
ALDH5A1,370,-0.081,0.2,-0.3,0.14,0.01
ARHGDIA,4435,-0.081,0.1,-0.9,0.46,0.05
BYSL,98,-0.081,0.2,-0.5,0.23,0.02
C1RL.AS1,21,-0.081,0.5,-0.2,0.06,0
CACNA2D4,199,-0.081,0.3,-0.3,0.1,0.01
CPNE3,2441,-0.081,0.1,-0.8,0.37,0.03
CRISPLD2,574,-0.081,0.4,-0.2,0.07,0
CWF19L2,455,-0.081,0.1,-0.6,0.24,0.02
DGUOK.AS1,16,-0.081,0.4,-0.2,0.09,0.01
DNAJC13,1087,-0.081,0.1,-0.6,0.25,0.02
GPR180,247,-0.081,0.2,-0.5,0.19,0.01
HMGCL,388,-0.081,0.1,-0.6,0.29,0.02
KNOP1,178,-0.081,0.1,-0.6,0.26,0.02
LCP1,38312,-0.081,0.1,-0.6,0.24,0.02
MACC1,25,-0.081,0.4,-0.2,0.08,0.01
MAML2,631,-0.081,0.2,-0.5,0.21,0.01
MAN1B1,761,-0.081,0.1,-0.7,0.33,0.03
NAA80,89,-0.081,0.2,-0.4,0.15,0.01
PAK2,5294,-0.081,0.1,-0.8,0.39,0.04
PET100P1,5,-0.081,0.5,-0.2,0.06,0
PSMB5,414,-0.081,0.1,-0.6,0.25,0.02
PTCD1,102,-0.081,0.3,-0.3,0.12,0.01
QTRT2,481,-0.081,0.1,-0.6,0.28,0.02
RABL3,647,-0.081,0.2,-0.5,0.21,0.01
RIOX2,613,-0.081,0.1,-0.9,0.43,0.04
SAP30L.AS1,103,-0.081,0.2,-0.5,0.2,0.01
SCAP,563,-0.081,0.1,-0.8,0.4,0.04
SNRPA,767,-0.081,0.1,-0.7,0.3,0.02
TPCN1,526,-0.081,0.3,-0.3,0.11,0.01
ZNF691,105,-0.081,0.2,-0.4,0.18,0.01
CCDC126,304,-0.082,0.2,-0.5,0.23,0.02
CCDC78,5,-0.082,0.9,-0.1,0.03,0
CD247,3332,-0.082,0.2,-0.4,0.17,0.01
CORO1A,14018,-0.082,0.1,-1.1,0.54,0.06
EPS15L1,500,-0.082,0.1,-0.8,0.35,0.03
GNL3L,452,-0.082,0.1,-0.6,0.28,0.02
GTF2A1.AS1,14,-0.082,0.5,-0.2,0.06,0
H2AZ2,2501,-0.082,0.1,-0.6,0.27,0.02
HCP5,2803,-0.082,0.2,-0.5,0.2,0.01
HDAC10,246,-0.082,0.2,-0.4,0.15,0.01
KHNYN,1242,-0.082,0.2,-0.4,0.17,0.01
KLHL17,30,-0.082,0.6,-0.1,0.05,0
MARVELD1,265,-0.082,0.3,-0.3,0.11,0.01
PDK4,696,-0.082,0.5,-0.2,0.06,0
PIAS3,201,-0.082,0.1,-0.6,0.24,0.02
RMND5A,1330,-0.082,0.1,-0.8,0.37,0.03
SEPTIN1,1706,-0.082,0.2,-0.4,0.18,0.01
SMARCC2,1261,-0.082,0.1,-0.6,0.25,0.02
SNX18,1610,-0.082,0.1,-0.7,0.29,0.02
STK11,723,-0.082,0.1,-0.6,0.27,0.02
TMEM39A,398,-0.082,0.1,-0.7,0.34,0.03
TRIM52,636,-0.082,0.1,-0.7,0.29,0.02
VWDE,7,-0.082,1.1,-0.1,0.03,0
ZDHHC18,799,-0.082,0.1,-0.7,0.3,0.02
ALS2CL,53,-0.083,0.4,-0.2,0.08,0.01
ANKRD39,79,-0.083,0.1,-0.6,0.24,0.02
BABAM2,569,-0.083,0.1,-0.9,0.42,0.04
CYSTM1,150,-0.083,0.3,-0.3,0.12,0.01
DPP4,880,-0.083,0.3,-0.3,0.13,0.01
ECH1,1492,-0.083,0.1,-0.8,0.37,0.03
FAM111A,800,-0.083,0.2,-0.4,0.16,0.01
FAM111A.DT,88,-0.083,0.2,-0.4,0.18,0.01
FLI1,3988,-0.083,0.1,-1.4,0.78,0.09
GIPR,20,-0.083,0.7,-0.1,0.04,0
GNB4,1108,-0.083,0.3,-0.3,0.11,0.01
LINC01825,31,-0.083,1,-0.1,0.03,0
LYPLAL1.DT,38,-0.083,0.5,-0.2,0.06,0
NUFIP1,124,-0.083,0.2,-0.5,0.22,0.02
OMA1,501,-0.083,0.2,-0.5,0.23,0.02
PICK1,119,-0.083,0.2,-0.4,0.15,0.01
PIM2,2444,-0.083,0.2,-0.4,0.18,0.01
PMM2,552,-0.083,0.2,-0.5,0.19,0.01
PPP1R3B,243,-0.083,0.2,-0.5,0.19,0.01
RAB5A,1166,-0.083,0.1,-1,0.51,0.05
RBM18,807,-0.083,0.1,-1.1,0.56,0.06
RHBDD3,36,-0.083,0.3,-0.3,0.11,0.01
RNF121,214,-0.083,0.1,-0.7,0.3,0.02
SH3GL1,403,-0.083,0.1,-1.1,0.57,0.06
SMN2,502,-0.083,0.6,-0.1,0.05,0
SMYD4,185,-0.083,0.1,-0.6,0.26,0.02
ST13,5214,-0.083,0.1,-0.6,0.26,0.02
STT3B,4647,-0.083,0.1,-0.9,0.41,0.04
TAF4,431,-0.083,0.1,-0.6,0.27,0.02
TDRD12,3,-0.083,0.7,-0.1,0.04,0
TET3,675,-0.083,0.2,-0.4,0.16,0.01
TMEM115,324,-0.083,0.1,-0.7,0.32,0.03
UBTF,2354,-0.083,0.1,-0.6,0.24,0.02
VKORC1L1,649,-0.083,0.1,-0.6,0.25,0.02
ZC3HAV1,3181,-0.083,0.1,-0.7,0.33,0.03
BMF,673,-0.084,0.2,-0.4,0.16,0.01
CDK18,36,-0.084,0.3,-0.2,0.09,0.01
CDKAL1,270,-0.084,0.1,-0.7,0.29,0.02
COPB2,2506,-0.084,0.1,-0.8,0.39,0.04
DDTL,41,-0.084,0.4,-0.2,0.07,0.01
DYNLL2,2771,-0.084,0.1,-0.6,0.28,0.02
EEIG2,710,-0.084,0.2,-0.6,0.24,0.02
EI24,565,-0.084,0.1,-0.9,0.42,0.04
HAVCR2,716,-0.084,0.2,-0.5,0.19,0.01
HSD17B11,3781,-0.084,0.2,-0.5,0.21,0.01
IDH3A,848,-0.084,0.1,-0.7,0.31,0.03
IPO4,298,-0.084,0.2,-0.5,0.21,0.01
LSM14B,642,-0.084,0.1,-0.7,0.34,0.03
MAP4,1091,-0.084,0.1,-0.7,0.32,0.03
MKNK1,358,-0.084,0.2,-0.4,0.17,0.01
NCF2,6331,-0.084,0.3,-0.3,0.1,0.01
NOG,120,-0.084,0.4,-0.2,0.07,0.01
RAD23B,2461,-0.084,0.1,-1.3,0.68,0.07
RHOXF1P3,6,-0.084,0.6,-0.1,0.05,0
RPL7P23,11,-0.084,0.3,-0.3,0.11,0.01
SFT2D2,1961,-0.084,0.1,-0.8,0.37,0.03
SLC25A20,769,-0.084,0.2,-0.4,0.18,0.01
SLC39A13.AS1,844,-0.084,0.3,-0.3,0.1,0.01
TMEM222,379,-0.084,0.1,-0.8,0.37,0.03
TTK,23,-0.084,0.3,-0.3,0.1,0.01
TWF1,607,-0.084,0.1,-0.9,0.41,0.04
UBQLN4,568,-0.084,0.1,-0.8,0.38,0.03
VPS33B,215,-0.084,0.1,-0.7,0.34,0.03
ZDHHC21,247,-0.084,0.2,-0.4,0.16,0.01
ZNF786,104,-0.084,0.1,-0.6,0.27,0.02
ARHGAP31,488,-0.085,0.2,-0.4,0.17,0.01
COPS8,810,-0.085,0.1,-0.7,0.3,0.02
DHRS11,29,-0.085,0.2,-0.4,0.18,0.01
DNM1L,884,-0.085,0.1,-0.7,0.34,0.03
EHD3,309,-0.085,0.2,-0.3,0.14,0.01
FRG1BP.1,174,-0.085,0.2,-0.4,0.17,0.01
IGKV2.40,3,-0.085,1,-0.1,0.03,0
LONP1,470,-0.085,0.1,-1,0.47,0.05
MFN2,1383,-0.085,0.1,-0.7,0.34,0.03
OXA1L,2228,-0.085,0.1,-0.8,0.39,0.04
PLCB4,3,-0.085,0.7,-0.1,0.05,0
PLEKHJ1,534,-0.085,0.1,-1,0.49,0.05
PPIL2,562,-0.085,0.1,-0.8,0.39,0.04
PPM1B,1315,-0.085,0.1,-0.7,0.31,0.03
PTPN4,1616,-0.085,0.2,-0.5,0.21,0.01
RSPH3,111,-0.085,0.2,-0.4,0.17,0.01
SELPLG,5176,-0.085,0.1,-0.7,0.31,0.03
SNTA1,64,-0.085,0.2,-0.4,0.16,0.01
STAT5A,1774,-0.085,0.1,-0.8,0.39,0.04
TAF5L,505,-0.085,0.1,-1,0.51,0.05
TIGAR,390,-0.085,0.2,-0.5,0.2,0.01
ZNF131,738,-0.085,0.2,-0.6,0.24,0.02
CELSR3,34,-0.086,0.4,-0.2,0.08,0.01
CNOT9,863,-0.086,0.1,-1,0.5,0.05
DMKN,13,-0.086,0.5,-0.2,0.06,0
DOLPP1,160,-0.086,0.2,-0.6,0.24,0.02
ESRRA,343,-0.086,0.1,-0.7,0.29,0.02
FAM86JP.1,9,-0.086,0.4,-0.2,0.08,0.01
GRAMD1A,613,-0.086,0.2,-0.5,0.22,0.02
HAT1,1029,-0.086,0.1,-0.8,0.36,0.03
INO80B,211,-0.086,0.2,-0.4,0.15,0.01
IPO5,2223,-0.086,0.1,-0.8,0.4,0.04
KDM3A,976,-0.086,0.1,-0.6,0.25,0.02
KHK,72,-0.086,0.2,-0.4,0.15,0.01
LOXL3,95,-0.086,0.3,-0.3,0.1,0.01
MIF4GD,473,-0.086,0.1,-1,0.48,0.05
PURB,939,-0.086,0.1,-1,0.48,0.05
RC3H1,1175,-0.086,0.1,-0.7,0.3,0.02
SLC35B2,383,-0.086,0.1,-0.7,0.33,0.03
SMG7,1255,-0.086,0.1,-1,0.49,0.05
TCF4,598,-0.086,0.3,-0.3,0.11,0.01
