symbol,baseMean,log2FoldChange,lfcSE,stat,minus_log10_pvalue,minus_log10_padjvalue
GPR55.AS1,8,-0.553,0.6,-0.9,0.45,0.2
ZNF805,247,-0.553,0.2,-2.9,2.42,1.28
ZSWIM6,466,-0.553,0.3,-2.1,1.42,0.7
H2BC15,38,-0.554,0.6,-0.9,0.45,0.2
KIAA0319L,675,-0.554,0.2,-2.5,1.87,0.95
L3HYPDH,64,-0.554,0.5,-1.2,0.62,0.28
NBPF15,454,-0.554,0.3,-1.9,1.26,0.61
PAPSS2,155,-0.554,0.2,-2.5,1.86,0.94
ZBTB34,438,-0.554,0.2,-2.9,2.5,1.33
CPPED1,3180,-0.555,0.2,-2.5,1.86,0.94
IMPG2,6,-0.555,0.5,-1.1,0.56,0.25
LIPC,44,-0.555,0.6,-0.9,0.44,0.2
NDUFC2.KCTD14,19,-0.555,0.7,-0.8,0.35,0.16
C5AR1,1720,-0.556,0.3,-2.2,1.53,0.76
CHST15,1174,-0.556,0.2,-2.2,1.6,0.79
KIDINS220,1601,-0.556,0.1,-4.6,5.3,2.93
TET2,1015,-0.556,0.3,-2.1,1.48,0.73
FXYD6.AS1,66,-0.557,0.4,-1.5,0.91,0.42
KIF13A,397,-0.557,0.3,-1.8,1.12,0.54
TRANK1,1328,-0.557,0.3,-2.1,1.4,0.69
ADIRF.AS1,20,-0.558,0.7,-0.8,0.39,0.17
PPP1R10,663,-0.558,0.2,-3.7,3.69,2.08
TMEM259,1012,-0.558,0.3,-1.6,0.97,0.45
ZNF724,14,-0.558,0.4,-1.4,0.75,0.35
CD209,30,-0.559,0.4,-1.4,0.79,0.36
RIMBP3B,32,-0.559,0.4,-1.3,0.73,0.33
SATB2.AS1,12,-0.559,0.5,-1.2,0.62,0.28
HSF4,22,-0.56,0.7,-0.8,0.35,0.15
SGMS1.AS1,88,-0.56,0.2,-3,2.57,1.37
TAOK2,338,-0.56,0.3,-2.2,1.59,0.79
ADCY9,183,-0.561,0.3,-2.1,1.46,0.73
LINC01011,102,-0.561,0.3,-1.6,0.99,0.47
MCM9,302,-0.561,0.1,-4.1,4.42,2.49
NEURL1B,11,-0.561,0.6,-1,0.51,0.23
THBS2.AS1,31,-0.561,0.4,-1.5,0.86,0.4
MAP6D1,10,-0.562,1,-0.6,0.24,0.1
SLC36A1,199,-0.562,0.3,-1.9,1.28,0.63
CEP164,269,-0.563,0.3,-1.9,1.27,0.62
CLDN23,25,-0.563,0.4,-1.4,0.79,0.36
CRIP2,117,-0.563,0.3,-1.9,1.21,0.59
GPRC5C,13,-0.563,0.7,-0.8,0.4,0.18
OGT,3222,-0.563,0.3,-1.7,1.08,0.52
FHL1,446,-0.564,0.3,-1.8,1.19,0.57
ITGAV,326,-0.564,0.1,-3.9,4.01,2.27
RNF169,653,-0.564,0.2,-3.5,3.4,1.9
TMC4,13,-0.564,0.5,-1.1,0.6,0.27
TNFRSF14.AS1,69,-0.564,0.4,-1.4,0.81,0.37
ZNF692,104,-0.564,0.6,-1,0.51,0.23
ABALON,34,-0.565,0.7,-0.8,0.37,0.17
C3orf86P.1,24,-0.565,0.4,-1.5,0.9,0.42
CAND2,13,-0.565,0.4,-1.3,0.7,0.32
CAPN10,159,-0.565,0.4,-1.3,0.7,0.32
GPR82,38,-0.565,0.5,-1.1,0.56,0.25
NRBP2,75,-0.565,0.4,-1.4,0.8,0.37
TRIM6,7,-0.565,0.6,-1,0.49,0.22
ZNF584.DT,75,-0.565,0.4,-1.5,0.9,0.42
AP1AR.DT,13,-0.566,0.3,-1.6,0.99,0.47
TNS3,466,-0.566,0.2,-2.3,1.7,0.85
CTTN.DT,15,-0.568,0.6,-0.9,0.45,0.2
DENND4B,1521,-0.568,0.4,-1.5,0.86,0.4
DDIT4,468,-0.569,0.3,-1.9,1.19,0.58
GPC1,10,-0.569,0.4,-1.3,0.7,0.32
HTT,1034,-0.569,0.1,-3.9,4.07,2.29
NUDT16,882,-0.569,0.2,-2.4,1.73,0.87
PAQR7,151,-0.569,0.2,-2.9,2.36,1.25
ZKSCAN2.DT,10,-0.569,0.9,-0.6,0.27,0.11
CAMTA2.AS1,29,-0.57,0.5,-1.2,0.64,0.3
MAVS,919,-0.57,0.2,-3.7,3.66,2.06
SMIM5,88,-0.57,0.5,-1.1,0.59,0.27
ZNF333,445,-0.57,0.3,-2.2,1.51,0.75
LOXL3,116,-0.571,0.3,-1.8,1.12,0.54
LRRC37A16P,85,-0.571,0.2,-3.7,3.75,2.12
MARCO,432,-0.571,0.4,-1.4,0.75,0.35
CREBZF,575,-0.572,0.3,-1.8,1.15,0.55
CTTNBP2NL,95,-0.572,0.3,-1.8,1.18,0.57
MUC20,15,-0.572,0.8,-0.7,0.31,0.13
ACAP3,237,-0.573,0.4,-1.4,0.77,0.36
AFG3L1P.1,125,-0.573,0.4,-1.6,0.93,0.44
KL,13,-0.573,0.5,-1.1,0.55,0.25
PRKAR2A.AS1,22,-0.573,0.4,-1.5,0.9,0.42
PRSS36,13,-0.573,0.5,-1.3,0.68,0.31
ADAM23,62,-0.574,0.5,-1,0.53,0.24
KDM6B,555,-0.574,0.2,-2.6,2.07,1.08
MMP15,8,-0.574,0.5,-1.1,0.56,0.25
PC,42,-0.574,0.2,-2.3,1.67,0.83
POLI,204,-0.574,0.3,-2,1.32,0.65
PRAM1,952,-0.574,0.3,-1.7,1.05,0.5
CSGALNACT2,1634,-0.575,0.2,-3.8,3.75,2.12
NLRX1,153,-0.575,0.2,-2.9,2.38,1.26
P3H2,26,-0.576,0.5,-1.2,0.63,0.29
PIK3R5.DT,84,-0.576,0.2,-3.1,2.69,1.45
PNPLA7,46,-0.576,0.4,-1.5,0.84,0.39
RASA1,415,-0.576,0.2,-3.1,2.71,1.46
LINC00641,130,-0.577,0.4,-1.4,0.81,0.38
PROSER2,56,-0.577,0.4,-1.5,0.89,0.42
GOLGA1,189,-0.578,0.3,-2.2,1.6,0.79
KLC1.AS1,12,-0.578,0.7,-0.8,0.37,0.16
NISCH,731,-0.578,0.3,-2,1.37,0.68
NOD2,502,-0.578,0.3,-2,1.37,0.68
PIK3R6,74,-0.578,0.3,-1.7,1.03,0.49
TGFA,70,-0.578,0.3,-2.2,1.54,0.77
PDGFC,151,-0.579,0.3,-1.8,1.11,0.54
PLEKHA7,21,-0.579,0.4,-1.4,0.8,0.37
TFCP2L1,14,-0.579,0.5,-1.2,0.63,0.29
ZNF445,376,-0.579,0.1,-3.9,4.08,2.29
EEA1,492,-0.58,0.2,-3.3,3.03,1.67
FAM114A1,36,-0.58,0.4,-1.4,0.77,0.36
NATD1,283,-0.58,0.2,-3.6,3.56,2.01
ZNF236,210,-0.58,0.3,-2.2,1.5,0.74
DDX43,27,-0.581,0.6,-1,0.48,0.22
HELB,108,-0.581,0.2,-2.7,2.21,1.16
KPNA1,1146,-0.581,0.2,-2.6,2,1.03
SLC25A25.AS1,100,-0.581,0.5,-1.2,0.65,0.3
STOX1,14,-0.581,0.5,-1.1,0.54,0.25
TMEM91,284,-0.581,0.4,-1.7,1.01,0.48
TMEM163,16,-0.582,0.5,-1.3,0.69,0.32
TNRC6B,825,-0.582,0.2,-2.9,2.47,1.31
ALDH4A1,65,-0.583,0.3,-2.2,1.53,0.76
ANKFY1,847,-0.583,0.2,-3.4,3.21,1.77
ARSB,407,-0.584,0.2,-2.7,2.15,1.12
GPR141,360,-0.584,0.3,-2,1.32,0.65
RHOT2,491,-0.584,0.3,-1.8,1.15,0.56
B4GALT6,94,-0.585,0.3,-1.7,1.03,0.49
GGA3,793,-0.585,0.2,-2.3,1.71,0.86
MYLK.AS1,137,-0.585,0.4,-1.3,0.72,0.33
PRR7.AS1,15,-0.585,0.5,-1.1,0.56,0.25
SORT1,1295,-0.585,0.3,-1.9,1.2,0.58
CLASRP,417,-0.586,0.5,-1.1,0.56,0.26
IRAG1,144,-0.586,0.3,-1.9,1.24,0.61
LINC00115,146,-0.586,0.4,-1.7,1.02,0.48
SIRPA,1921,-0.586,0.3,-1.9,1.23,0.6
SLC43A2,1223,-0.586,0.2,-2.4,1.84,0.94
SYTL4,39,-0.586,0.5,-1.2,0.67,0.31
THRB.AS2,400,-0.586,0.5,-1.1,0.55,0.25
ATXN7,823,-0.587,0.1,-4.4,5.04,2.83
RAPGEFL1,19,-0.587,0.5,-1.1,0.55,0.25
DYSF,624,-0.588,0.4,-1.6,0.93,0.44
INPP5E,130,-0.588,0.4,-1.4,0.82,0.38
MOB1B,755,-0.588,0.2,-2.8,2.24,1.17
MPEG1,18260,-0.588,0.2,-2.5,1.87,0.95
TOGARAM2,25,-0.588,0.5,-1.2,0.63,0.29
ZBTB47.AS1,59,-0.588,0.4,-1.5,0.87,0.4
FGD6,151,-0.589,0.3,-1.9,1.26,0.61
PODN,12,-0.589,0.6,-1,0.52,0.24
RFX3.DT,47,-0.589,0.4,-1.5,0.84,0.39
XAF1,1324,-0.589,0.5,-1.3,0.71,0.33
CDK13.DT,14,-0.59,0.4,-1.5,0.91,0.43
FLYWCH1,294,-0.59,0.3,-1.8,1.11,0.53
LYPLAL1.DT,47,-0.59,0.5,-1.1,0.57,0.26
RAPGEF2,395,-0.59,0.2,-3.2,2.83,1.54
USP54,41,-0.59,0.2,-2.4,1.74,0.87
ANAPC2,393,-0.591,0.3,-2.1,1.44,0.71
PPM1L,506,-0.591,0.2,-3.1,2.67,1.44
CDK11A,634,-0.592,0.4,-1.4,0.82,0.38
DOK6,32,-0.592,0.6,-1,0.49,0.22
GTSCR1,18,-0.592,0.5,-1.1,0.59,0.27
SNX32,24,-0.592,0.6,-1.1,0.54,0.24
CHRNE,16,-0.593,0.4,-1.5,0.89,0.42
GSK3B.DT,9,-0.593,0.4,-1.4,0.77,0.36
MIB2,180,-0.593,0.3,-2,1.38,0.68
PPARA,268,-0.593,0.2,-3.8,3.8,2.15
RAD54L2,300,-0.593,0.2,-2.7,2.2,1.15
CNTROB,230,-0.594,0.3,-2,1.35,0.66
QKI,3586,-0.594,0.2,-4,4.11,2.31
COL6A1,34,-0.595,0.4,-1.3,0.74,0.34
SPPL2B,239,-0.595,0.4,-1.5,0.88,0.41
SRGAP3,35,-0.595,0.5,-1.2,0.65,0.3
EML3,930,-0.596,0.2,-2.5,1.91,0.97
GZF1,208,-0.596,0.2,-3.5,3.38,1.88
H2AC15,26,-0.596,0.6,-1.1,0.54,0.24
SLC12A4,236,-0.596,0.3,-1.8,1.12,0.54
ADAM15,647,-0.597,0.4,-1.7,1.03,0.49
ARFGAP1,586,-0.597,0.2,-2.7,2.12,1.1
HSPA1A,2138,-0.597,0.2,-3.3,2.96,1.62
IGHMBP2,152,-0.597,0.3,-2.1,1.47,0.73
ITGB3,2472,-0.597,0.5,-1.1,0.56,0.25
VSIG2,28,-0.597,0.5,-1.2,0.61,0.28
ANXA8L1,7,-0.598,0.7,-0.8,0.38,0.17
QSER1,358,-0.598,0.2,-3,2.61,1.4
SLX4,95,-0.598,0.2,-2.9,2.43,1.29
CASTOR3P.1,101,-0.599,0.3,-2.1,1.4,0.69
DGKD,1359,-0.599,0.3,-2.3,1.67,0.83
MYO1F,4436,-0.599,0.3,-2.3,1.62,0.8
ZNF185,1183,-0.599,0.4,-1.6,0.94,0.44
NFAT5,412,-0.6,0.3,-2.2,1.58,0.79
ARVCF,26,-0.601,0.5,-1.2,0.65,0.3
CALCOCO1,1081,-0.601,0.2,-3.3,2.98,1.63
CDK18,44,-0.601,0.4,-1.4,0.83,0.38
FTX,350,-0.601,0.2,-2.7,2.1,1.1
AXIN2,188,-0.602,0.3,-2.1,1.45,0.72
BCORL1,137,-0.602,0.2,-3.9,3.98,2.25
CXCL5,522,-0.602,0.5,-1.2,0.63,0.29
HIPK3,3659,-0.602,0.2,-3.8,3.79,2.15
ZMAT1,224,-0.602,0.4,-1.5,0.84,0.39
LINC00299,58,-0.603,0.2,-2.6,2.03,1.05
MGLL,333,-0.603,0.4,-1.7,1.05,0.5
RGPD5,121,-0.603,0.5,-1.1,0.59,0.27
SLC37A2,617,-0.603,0.2,-3,2.58,1.38
ADAMTSL5,12,-0.604,0.4,-1.6,0.94,0.44
NID1,535,-0.604,0.4,-1.7,1.07,0.51
NLRP1,1617,-0.604,0.3,-1.8,1.1,0.53
NRIP2,22,-0.604,0.4,-1.6,0.92,0.43
DLG5,46,-0.605,0.6,-1,0.47,0.21
LINC01962,9,-0.605,0.5,-1.1,0.6,0.27
PDGFA,15,-0.605,0.5,-1.2,0.64,0.29
RAP1GAP2,709,-0.605,0.2,-3.3,2.94,1.61
ACVRL1,34,-0.606,0.5,-1.3,0.74,0.34
LTBP3,429,-0.606,0.3,-2,1.33,0.65
METTL21EP,11,-0.606,0.7,-0.8,0.38,0.17
RXRA,2187,-0.607,0.2,-2.8,2.24,1.17
SLC47A1,16,-0.607,0.6,-1.1,0.54,0.24
TMX2P1,24,-0.607,0.2,-2.4,1.84,0.93
EXOSC10.AS1,16,-0.608,0.4,-1.6,0.93,0.44
MARVELD1,329,-0.608,0.3,-2.1,1.44,0.71
APLP2,10829,-0.609,0.2,-2.7,2.22,1.16
CHRFAM7A,15,-0.609,0.6,-1,0.49,0.22
DGCR5,7,-0.609,1.1,-0.6,0.25,0.1
ENTPD4,897,-0.609,0.2,-2.7,2.12,1.11
FAM85B,16,-0.609,0.5,-1.3,0.74,0.34
KCTD12,6138,-0.609,0.2,-2.5,1.92,0.99
OCRL,152,-0.609,0.3,-2.3,1.73,0.87
RAB11FIP2,290,-0.609,0.2,-3.3,3,1.64
CAPRIN2,170,-0.61,0.4,-1.5,0.89,0.42
COPG2,373,-0.61,0.2,-2.7,2.21,1.16
VPS52,426,-0.61,0.3,-1.9,1.22,0.59
ESR1,29,-0.611,0.3,-2,1.31,0.65
UTRN,2130,-0.611,0.2,-3.7,3.64,2.06
ZFHX3,232,-0.611,0.3,-2,1.3,0.64
AGAP4,58,-0.612,0.6,-1.1,0.55,0.25
MAP3K6,105,-0.613,0.4,-1.4,0.77,0.35
PLEKHG5,23,-0.613,0.4,-1.5,0.87,0.41
RHBDF2,532,-0.613,0.2,-2.5,1.97,1.01
C1orf159,57,-0.614,0.3,-2,1.38,0.68
NUTM2A,14,-0.614,0.7,-0.8,0.39,0.17
RBPMS,33,-0.614,0.6,-1,0.52,0.23
THEM5,8,-0.614,0.6,-1,0.53,0.24
ADAMTS5,34,-0.616,0.4,-1.7,1.02,0.48
ITGA7,15,-0.616,0.6,-1,0.51,0.23
PPIEL.1,45,-0.616,0.6,-1,0.5,0.23
REL,889,-0.616,0.2,-2.8,2.34,1.24
RNF208,26,-0.616,0.5,-1.3,0.69,0.32
STK36,72,-0.616,0.4,-1.5,0.89,0.42
FCGR2A,2410,-0.617,0.3,-1.9,1.28,0.63
KANSL1L,137,-0.617,0.2,-3.3,2.99,1.64
PDK4,866,-0.617,0.5,-1.3,0.69,0.32
AQP1,12,-0.618,0.4,-1.6,0.94,0.44
BAZ2B,403,-0.618,0.3,-2.4,1.78,0.9
DPYD,3122,-0.618,0.2,-3.1,2.71,1.46
KIFC3,82,-0.618,0.4,-1.5,0.88,0.41
NPIPB11,18,-0.618,0.6,-1.1,0.54,0.24
PYGM,25,-0.618,0.4,-1.7,1.05,0.5
STX1A,32,-0.618,0.3,-1.9,1.27,0.62
P2RX7,452,-0.619,0.3,-2.1,1.5,0.74
RGS2.AS1,7,-0.619,0.7,-0.8,0.4,0.18
ZMIZ2,654,-0.619,0.4,-1.6,1,0.47
CCNL1,1644,-0.62,0.5,-1.3,0.7,0.32
DGCR6,13,-0.62,0.8,-0.8,0.38,0.17
FPGT.TNNI3K,15,-0.62,0.8,-0.8,0.38,0.17
MBD6,481,-0.62,0.3,-1.8,1.13,0.55
PRKXP1,7,-0.621,0.6,-1.1,0.56,0.25
EFCAB2.AS1,7,-0.622,0.7,-0.9,0.44,0.2
GNAL,62,-0.622,0.3,-2.1,1.4,0.69
PRR16,10,-0.622,0.5,-1.2,0.67,0.31
TRIM73,17,-0.622,0.7,-0.8,0.4,0.18
WDFY3.AS2,12,-0.622,0.4,-1.5,0.87,0.4
ARPIN.AP3S2,92,-0.623,0.6,-1.1,0.58,0.26
BRPF3.AS1,14,-0.623,0.5,-1.2,0.63,0.29
CMKLR1,544,-0.623,0.4,-1.8,1.1,0.53
ITGAX,1747,-0.623,0.4,-1.6,0.98,0.46
PRUNE2,60,-0.623,0.5,-1.3,0.69,0.32
STON2,122,-0.623,0.4,-1.5,0.83,0.39
TRAV8.3,23,-0.623,0.5,-1.3,0.7,0.32
SSTR3,87,-0.624,0.5,-1.4,0.76,0.35
ARHGEF34P,14,-0.625,0.7,-0.9,0.42,0.19
INPPL1,1229,-0.625,0.4,-1.7,1.08,0.52
MAP3K15,14,-0.625,0.7,-0.9,0.45,0.2
PACSIN1,48,-0.625,0.4,-1.4,0.8,0.37
SLC25A45,185,-0.625,0.3,-1.9,1.21,0.59
AP5B1,777,-0.626,0.2,-2.6,2.07,1.07
HNRNPK.AS1,97,-0.626,1,-0.6,0.27,0.12
PPP2R3B.1,30,-0.626,0.8,-0.8,0.35,0.15
SPAG17,7,-0.626,0.8,-0.8,0.36,0.16
SYT15.AS1,12,-0.626,0.7,-1,0.47,0.21
VAMP1,152,-0.626,0.4,-1.5,0.88,0.41
WNT10B,18,-0.626,0.5,-1.1,0.6,0.27
ANKRD36,63,-0.627,0.4,-1.5,0.88,0.41
MYLK4,26,-0.627,0.5,-1.2,0.67,0.31
LILRA1,1455,-0.628,0.3,-2.5,1.85,0.94
MSH5.SAPCD1,21,-0.628,0.6,-1,0.51,0.23
TRIM44,2559,-0.628,0.2,-2.9,2.46,1.3
GPD2,563,-0.629,0.2,-3.5,3.27,1.81
PDZD8,620,-0.629,0.2,-3.9,4.01,2.27
ZNF609,661,-0.629,0.2,-2.9,2.37,1.26
C2CD2,112,-0.63,0.3,-2.4,1.77,0.89
LINC02846,8,-0.63,0.4,-1.7,1.03,0.49
DISC1,258,-0.631,0.2,-2.8,2.34,1.24
GDPD1,41,-0.631,0.3,-2.4,1.83,0.93
CTBP2,1098,-0.632,0.2,-3,2.64,1.42
ECE1,1199,-0.632,0.2,-3.8,3.78,2.14
SEMA3C,142,-0.632,0.3,-2.1,1.39,0.69
SPDYE2,11,-0.632,2.1,-0.3,0.12,0.05
TMTC2,151,-0.632,0.3,-2,1.34,0.66
EPHA1,130,-0.633,0.3,-2.3,1.66,0.83
IGLV7.46,44,-0.633,0.6,-1,0.51,0.23
SGSM1,18,-0.633,0.4,-1.7,1.09,0.52
TMEM63A,885,-0.633,0.3,-2,1.38,0.68
ZBTB43,253,-0.633,0.2,-3.3,2.96,1.62
HIPK2,1021,-0.634,0.2,-2.9,2.45,1.3
SCRN1,722,-0.634,0.2,-3.3,3.04,1.67
PADI2,439,-0.635,0.4,-1.7,1.06,0.51
STK35,222,-0.635,0.2,-3.5,3.41,1.9
TMEM143,50,-0.635,0.3,-2,1.37,0.68
ARL17A,249,-0.636,0.2,-3.1,2.7,1.46
TSPAN15,25,-0.636,0.4,-1.5,0.85,0.39
CLCN5,192,-0.637,0.3,-2.5,1.89,0.96
DNMT3B,13,-0.637,0.5,-1.3,0.74,0.34
PITPNM2,281,-0.637,0.1,-4.4,4.99,2.8
PTP4A2P2,25,-0.637,0.6,-1.1,0.6,0.27
STON1,32,-0.637,0.3,-2,1.36,0.67
TIMM23B.AGAP6,10,-0.637,1.2,-0.5,0.23,0.1
C13orf46,7,-0.638,0.4,-1.4,0.81,0.38
C22orf46P.1,157,-0.638,0.4,-1.7,1.08,0.51
SIMALR,24,-0.638,0.6,-1,0.52,0.23
SPEG,18,-0.638,0.6,-1,0.5,0.23
CDK5RAP3,1078,-0.639,0.4,-1.8,1.15,0.56
STX16,1600,-0.639,0.3,-2,1.32,0.65
ZC3H12C,47,-0.639,0.4,-1.6,0.92,0.43
NHSL2,769,-0.64,0.2,-3.2,2.8,1.52
SLC7A6,748,-0.64,0.2,-2.8,2.31,1.22
TATDN2P2,10,-0.64,0.5,-1.3,0.69,0.32
ARHGAP29,29,-0.641,0.5,-1.3,0.71,0.33
SRGAP2B,364,-0.641,0.3,-2.4,1.84,0.93
VIPR1,411,-0.641,0.2,-3.5,3.31,1.84
ABHD5,435,-0.642,0.3,-2.5,1.87,0.95
ARHGAP35,606,-0.642,0.2,-3.5,3.29,1.82
BTBD8,34,-0.642,0.3,-2.2,1.54,0.77
LINC01705,8,-0.642,0.6,-1,0.52,0.23
NUMBL,35,-0.642,0.5,-1.3,0.73,0.34
STRN4,666,-0.642,0.2,-3.1,2.72,1.47
ZNF117,183,-0.642,0.4,-1.8,1.12,0.54
CALD1,86,-0.643,0.5,-1.3,0.71,0.33
CASC15,15,-0.643,0.7,-1,0.47,0.21
SIN3B,483,-0.643,0.3,-2,1.35,0.67
CEP126,43,-0.644,0.4,-1.8,1.11,0.53
SGSM2,380,-0.644,0.4,-1.5,0.85,0.39
SLC22A23,72,-0.644,0.3,-2.3,1.63,0.81
HEXIM2.AS2,13,-0.645,0.8,-0.8,0.38,0.17
OGFRL1,4238,-0.646,0.2,-2.9,2.45,1.3
CYSLTR2,185,-0.647,0.3,-2.5,1.93,0.99
SERPINF1,163,-0.647,0.3,-2,1.38,0.68
SLC38A7,146,-0.647,0.2,-2.8,2.33,1.23
CELF2.AS1,14,-0.648,0.7,-0.9,0.42,0.19
GPRASP1,256,-0.649,0.3,-2.2,1.6,0.79
LINC02770,10,-0.649,0.7,-0.9,0.46,0.2
MRC2,15,-0.649,0.6,-1.1,0.57,0.26
ACKR2,6,-0.65,0.7,-1,0.5,0.22
DUSP8P5,9,-0.65,0.7,-0.9,0.42,0.19
KNDC1,47,-0.65,0.5,-1.4,0.82,0.38
SLC35E2A,12,-0.65,1.6,-0.4,0.17,0.07
ADGRA3,36,-0.651,0.4,-1.5,0.92,0.43
RRP7BP.1,66,-0.651,0.5,-1.2,0.65,0.3
SPAG5.AS1,33,-0.651,0.5,-1.3,0.74,0.34
GIGYF1,636,-0.652,0.4,-1.7,1.07,0.51
LINC01964,9,-0.652,0.8,-0.8,0.39,0.17
SFMBT2,515,-0.652,0.2,-3.3,2.96,1.62
ZBTB47,89,-0.652,0.3,-2.2,1.57,0.78
PRKAR2B,2153,-0.653,0.5,-1.3,0.73,0.34
SPDYE2B,7,-0.653,0.7,-0.9,0.42,0.19
TRGV7,10,-0.653,0.4,-1.5,0.91,0.42
EMP1,229,-0.654,0.5,-1.4,0.75,0.35
GGTA1,425,-0.654,0.4,-1.7,1.04,0.49
HDAC10,311,-0.654,0.3,-2.1,1.47,0.73
IL2RB,2262,-0.654,0.4,-1.6,0.97,0.45
MYADM,2348,-0.654,0.3,-2.4,1.8,0.91
SUGP2,537,-0.654,0.4,-1.6,0.92,0.43
GTF2IP4.1,869,-0.655,0.2,-3.9,3.97,2.25
LATS2,318,-0.655,0.2,-2.9,2.39,1.27
VNN3P.1,43,-0.655,0.6,-1.1,0.57,0.26
EP300.AS1,23,-0.656,0.6,-1.1,0.54,0.24
ITGA5,1667,-0.656,0.2,-3.2,2.81,1.53
OPRL1,100,-0.656,0.3,-2.4,1.82,0.92
ANXA2R.AS1,64,-0.657,0.4,-1.7,1.04,0.5
PDXDC2P.NPIPB14P,81,-0.657,0.7,-1,0.47,0.21
RRAGC.DT,6,-0.657,0.5,-1.3,0.74,0.34
ANKZF1,505,-0.658,0.3,-2,1.32,0.65
LURAP1L,7,-0.658,0.8,-0.8,0.39,0.17
MICALL2,14,-0.658,0.5,-1.3,0.68,0.31
MYADM.AS2,617,-0.658,0.4,-1.7,1.09,0.52
TRIM8.DT,28,-0.658,0.3,-2.2,1.57,0.78
ADAM9,415,-0.659,0.3,-2.5,1.88,0.96
ATG2B,549,-0.659,0.2,-3.6,3.54,1.99
RPL10P6,9,-0.659,0.4,-1.5,0.89,0.42
TMPPE,47,-0.659,0.3,-2.2,1.61,0.8
BACE1,160,-0.66,0.2,-3.3,2.95,1.61
DTHD1,106,-0.661,0.4,-1.6,0.96,0.45
JUP,554,-0.661,0.4,-1.5,0.88,0.41
NFIC,356,-0.661,0.2,-3.2,2.91,1.59
SLFN14,80,-0.661,0.5,-1.2,0.65,0.3
SETD7,640,-0.662,0.2,-3,2.62,1.41
ZNF385A,1598,-0.662,0.2,-2.7,2.21,1.16
CCDC144A,58,-0.663,1.3,-0.5,0.22,0.09
CTBP1.AS,43,-0.663,0.8,-0.9,0.42,0.19
IL17RA,2696,-0.663,0.2,-3.3,3,1.65
TPPP3,221,-0.663,0.4,-1.6,0.96,0.45
NUDT16.DT,15,-0.664,0.6,-1.1,0.59,0.27
P2RX1,281,-0.664,0.3,-2.1,1.4,0.69
STXBP4,74,-0.664,0.4,-1.7,1.08,0.52
ZDHHC7,1881,-0.664,0.2,-3.5,3.41,1.9
ZNF862,296,-0.664,0.3,-2.4,1.84,0.93
BACE1.AS,49,-0.665,0.4,-1.7,1.09,0.52
ISM1,60,-0.665,0.5,-1.2,0.65,0.3
PPM1F,1148,-0.665,0.2,-2.8,2.23,1.17
TAF1C,244,-0.665,0.4,-1.5,0.88,0.41
ULK2,435,-0.665,0.2,-3.5,3.37,1.87
FGL2,19829,-0.666,0.3,-2.5,1.9,0.97
FHIP2B,249,-0.666,0.5,-1.4,0.78,0.36
KCNH3,47,-0.666,0.4,-1.7,1.06,0.51
IGF2BP2,182,-0.667,0.3,-2.2,1.54,0.76
PCSK5,216,-0.667,0.3,-2,1.3,0.64
TEPSIN.AS1,16,-0.668,0.8,-0.9,0.42,0.19
EHBP1L1,2484,-0.669,0.4,-1.9,1.2,0.58
EZH1,688,-0.669,0.3,-2.2,1.5,0.74
LINC02940,11,-0.669,0.5,-1.2,0.65,0.3
MAP3K3,1600,-0.669,0.2,-3.2,2.8,1.52
MAPK7,233,-0.669,0.2,-2.8,2.29,1.21
PDZK1IP1,135,-0.669,0.8,-0.9,0.42,0.19
TGFB1I1,27,-0.669,0.6,-1.1,0.54,0.24
AFAP1,179,-0.67,0.3,-2.2,1.58,0.79
GAS2L1,222,-0.67,0.4,-1.8,1.12,0.54
CRAMP1,289,-0.672,0.3,-2.7,2.13,1.11
TRPS1,375,-0.672,0.3,-2,1.37,0.68
CCNL2,816,-0.673,0.4,-1.6,0.94,0.44
NOTCH2,4471,-0.673,0.2,-4.3,4.78,2.68
NSMF,318,-0.673,0.2,-3.3,2.97,1.63
UNC5CL,20,-0.673,0.5,-1.5,0.85,0.4
MTARC1,339,-0.674,0.3,-2.3,1.61,0.8
DLX4,7,-0.675,0.5,-1.5,0.87,0.4
TEN1.CDK3,29,-0.675,0.5,-1.5,0.84,0.39
DOCK5,658,-0.676,0.4,-1.9,1.2,0.59
FRY,387,-0.676,0.4,-1.7,1.03,0.49
GK5,258,-0.676,0.3,-2,1.36,0.67
HGF,181,-0.676,0.3,-2,1.37,0.68
ZNF767P.1,92,-0.676,0.5,-1.3,0.73,0.34
CCDC146,69,-0.677,0.4,-1.9,1.23,0.6
C21orf58,23,-0.678,0.3,-2.1,1.43,0.71
ATP11A,802,-0.679,0.2,-2.8,2.25,1.18
CICP14,16,-0.679,1,-0.7,0.31,0.14
NPIPB3,74,-0.679,0.7,-1,0.52,0.24
SVIL,454,-0.679,0.2,-3.1,2.77,1.5
VCAN,17965,-0.679,0.4,-1.9,1.22,0.6
AGA.DT,7,-0.68,0.6,-1.1,0.55,0.25
PCSK6,187,-0.68,0.5,-1.3,0.72,0.33
TDRP,77,-0.68,0.6,-1.1,0.59,0.27
TNRC18,691,-0.68,0.3,-2.7,2.14,1.12
MXRA8,12,-0.681,0.7,-1,0.5,0.22
NDST1,555,-0.681,0.3,-2.5,1.95,1
AGAP6,92,-0.682,0.7,-1,0.49,0.22
