symbol,baseMean,log2FoldChange,lfcSE,stat,minus_log10_pvalue,minus_log10_padjvalue
SNX30,919,-0.682,0.2,-3.1,2.65,1.42
TRIM58,630,-0.682,0.5,-1.4,0.77,0.35
PHLPP1,90,-0.683,0.3,-2.7,2.13,1.11
RNF24,311,-0.683,0.2,-3.1,2.65,1.43
TNFRSF21,76,-0.683,0.4,-1.8,1.11,0.53
IGSF10,9,-0.684,0.8,-0.8,0.38,0.17
PIANP,7,-0.684,0.5,-1.3,0.7,0.32
SERPINE1,33,-0.684,0.6,-1.2,0.67,0.31
SLC4A8,81,-0.684,0.4,-1.9,1.26,0.62
HCG27,27,-0.685,0.6,-1.1,0.59,0.27
HIP1,254,-0.685,0.3,-2.6,2.03,1.05
MIR29B2CHG,44,-0.685,0.4,-1.8,1.14,0.55
AKAP13,4026,-0.686,0.2,-3.2,2.86,1.56
MBNL1.AS1,65,-0.686,0.3,-2.4,1.84,0.93
SMOC1,7,-0.686,0.8,-0.9,0.42,0.19
ST3GAL5.AS1,9,-0.686,0.5,-1.4,0.82,0.38
TLCD4.RWDD3,7,-0.686,0.7,-1,0.52,0.23
UTF1,9,-0.686,0.6,-1.2,0.66,0.3
DAB2,422,-0.687,0.3,-2.1,1.4,0.69
ADAMTS4,9,-0.688,0.7,-1,0.52,0.23
GATD1.DT,27,-0.688,0.4,-1.6,0.94,0.44
CCDC144NL.AS1,69,-0.689,0.2,-3.5,3.35,1.86
EXTL3,609,-0.689,0.2,-3.7,3.6,2.03
CABP5,106,-0.69,0.5,-1.3,0.71,0.33
EP300,1228,-0.69,0.2,-3.9,4.04,2.28
PCGF3.AS1,103,-0.69,0.4,-1.8,1.19,0.58
SSH1,881,-0.69,0.2,-3.4,3.22,1.78
ACTN1,1819,-0.691,0.2,-4.4,4.97,2.8
DACH1,30,-0.691,0.4,-1.9,1.29,0.63
ERBB3,11,-0.692,0.6,-1.1,0.55,0.25
DGKZP1,18,-0.693,0.3,-2.3,1.66,0.83
HIC2,83,-0.693,0.2,-3.3,2.99,1.64
MAP1A,104,-0.693,0.3,-2,1.36,0.68
HPSE,891,-0.694,0.3,-2.5,1.85,0.94
PFKFB4,323,-0.694,0.3,-2.6,1.98,1.02
SUDS3P1,6,-0.694,0.6,-1.3,0.68,0.31
DLEU7,63,-0.695,0.3,-2.5,1.9,0.97
LILRA6,672,-0.696,0.3,-2,1.38,0.68
LINC00342,59,-0.696,0.7,-1,0.52,0.23
SEZ6L,83,-0.696,0.3,-2.6,2.09,1.09
CHST13,57,-0.697,0.5,-1.3,0.75,0.35
CRIP3,19,-0.697,0.6,-1.2,0.61,0.28
TRIM66,133,-0.697,0.3,-2.2,1.56,0.77
WDFY3,505,-0.697,0.3,-2.2,1.57,0.78
DSC2,195,-0.698,0.4,-1.9,1.23,0.6
AJUBA,13,-0.699,0.6,-1.2,0.67,0.31
EIF2S3B,10,-0.699,0.3,-2,1.39,0.69
IQCE,172,-0.699,0.2,-3.4,3.13,1.72
GREM2,28,-0.7,0.4,-1.8,1.16,0.56
PPIP5K1,174,-0.7,0.3,-2.1,1.43,0.71
RSPH3,144,-0.701,0.2,-3.1,2.78,1.51
STAG3L5P.PVRIG2P.PILRB,166,-0.701,0.6,-1.2,0.66,0.3
TECPR1,703,-0.701,0.2,-3.3,3.04,1.67
TET3,871,-0.701,0.2,-3.3,3.03,1.67
LINC00598,9,-0.702,0.6,-1.2,0.63,0.29
LINC02773,9,-0.702,0.5,-1.3,0.72,0.33
NBPF8,356,-0.702,0.5,-1.4,0.79,0.37
TRBV6.4,13,-0.702,0.4,-1.8,1.19,0.58
GLG1,3531,-0.703,0.2,-3.4,3.22,1.78
GPR162,141,-0.704,0.4,-1.8,1.17,0.57
NRXN2,7,-0.704,0.6,-1.3,0.68,0.31
ZBTB37,340,-0.704,0.2,-3,2.51,1.34
ABHD2,1812,-0.705,0.2,-3.4,3.22,1.78
CD300E,3988,-0.705,0.3,-2.1,1.48,0.73
PRKAB1.AS1,28,-0.705,0.3,-2.4,1.84,0.93
THRIL,51,-0.705,0.4,-1.6,0.99,0.47
TMEM167B.DT,9,-0.705,0.5,-1.6,0.92,0.43
USP32,1045,-0.705,0.2,-4.2,4.49,2.54
KATNIP,129,-0.706,0.3,-2.2,1.55,0.77
OR2B11,7,-0.706,0.5,-1.3,0.74,0.34
CRYGS,20,-0.707,0.5,-1.4,0.79,0.37
LTB4R,442,-0.707,0.3,-2.7,2.12,1.1
SAMD12,50,-0.707,0.3,-2.2,1.57,0.78
KCNC3,89,-0.708,0.5,-1.6,0.93,0.43
PTPRE,1848,-0.708,0.2,-3.3,2.98,1.63
DRC12,11,-0.709,0.6,-1.1,0.6,0.27
HK2,1003,-0.709,0.2,-3.2,2.93,1.6
LINC02470,7,-0.709,0.8,-0.9,0.45,0.2
CTNND1,668,-0.71,0.2,-4.1,4.38,2.46
TBC1D8,589,-0.71,0.3,-2.5,1.91,0.98
AGT,34,-0.711,1,-0.7,0.31,0.13
SLX1B.SULT1A4,117,-0.711,1.3,-0.6,0.24,0.1
TIFAB,78,-0.711,0.4,-2,1.35,0.66
PINK1.AS,150,-0.712,0.5,-1.6,0.94,0.44
GPLD1,29,-0.713,0.8,-0.9,0.43,0.19
POLR2J2,40,-0.713,0.8,-0.9,0.41,0.18
ABLIM3,290,-0.714,0.5,-1.4,0.76,0.35
C1QTNF6,33,-0.714,0.6,-1.2,0.64,0.29
ADCY7,2073,-0.715,0.2,-3.2,2.84,1.55
ENKUR,225,-0.715,0.5,-1.4,0.81,0.37
CXCR6,146,-0.716,0.5,-1.6,0.94,0.44
KDM4D,7,-0.716,0.5,-1.3,0.75,0.35
MFAP3L,375,-0.716,0.5,-1.4,0.82,0.38
PPP1R3E,135,-0.716,0.5,-1.5,0.86,0.4
SLC12A6,1436,-0.716,0.2,-4.2,4.56,2.57
SMC1A,2116,-0.716,0.2,-3.2,2.87,1.56
SRGAP2D,12,-0.716,0.7,-1.1,0.56,0.25
TUBG2,36,-0.716,0.4,-1.9,1.24,0.61
KANTR,63,-0.717,0.5,-1.6,0.95,0.45
BOK,23,-0.718,0.7,-1,0.53,0.24
EPHB3,38,-0.718,0.4,-1.6,0.98,0.46
GFI1B,162,-0.718,0.5,-1.4,0.78,0.36
MEGF9,4121,-0.718,0.3,-2.8,2.29,1.21
NLGN2,35,-0.718,0.4,-1.8,1.11,0.54
CACNB2.AS1,6,-0.719,0.6,-1.3,0.7,0.32
CEBPB.AS1,8,-0.719,0.4,-2,1.3,0.64
PELI2,724,-0.719,0.2,-3.5,3.31,1.84
ASMTL,123,-0.72,1.4,-0.5,0.21,0.09
BEGAIN,12,-0.72,0.6,-1.1,0.6,0.27
CD300LB,1006,-0.72,0.3,-2.6,2.06,1.07
NBEAL2,1617,-0.721,0.4,-1.6,0.98,0.46
PLD1,113,-0.721,0.3,-2.2,1.57,0.78
AQP9,1000,-0.722,0.4,-1.8,1.16,0.56
LINC01089,123,-0.722,0.4,-1.7,1.01,0.47
LINC01547,45,-0.722,0.4,-2,1.36,0.68
SIGLEC15,30,-0.722,0.4,-1.9,1.22,0.59
ZDHHC11B,17,-0.723,0.7,-1.1,0.56,0.25
SLC39A13.AS1,1099,-0.724,0.3,-2.3,1.72,0.86
STARD8,121,-0.724,0.3,-2.8,2.28,1.2
CCDC149,211,-0.725,0.3,-2.2,1.53,0.75
HOXB3,24,-0.725,0.4,-1.7,1.05,0.5
RAB6B,135,-0.725,0.6,-1.2,0.67,0.31
MOCS1,9,-0.726,0.7,-1.1,0.55,0.25
TMEM45A,17,-0.726,0.6,-1.2,0.61,0.28
ZNF595,147,-0.726,0.3,-2.2,1.51,0.75
RALGAPA2,451,-0.727,0.2,-3.9,4.05,2.29
RALGPS1,46,-0.727,0.3,-2.4,1.79,0.9
SLC8A3,22,-0.727,0.5,-1.5,0.87,0.4
WAKMAR2,46,-0.727,0.3,-2.8,2.26,1.18
GPM6B,20,-0.728,0.5,-1.6,0.95,0.45
NEU3,233,-0.728,0.2,-3.5,3.28,1.81
TOMM22.DT,7,-0.728,0.6,-1.2,0.63,0.29
ZNF83,372,-0.728,0.3,-2.1,1.46,0.73
DYRK3,13,-0.729,0.6,-1.3,0.71,0.33
LINC02701,11,-0.729,0.7,-1.1,0.58,0.26
FSTL4,9,-0.73,0.8,-1,0.47,0.21
KIAA0513,1007,-0.73,0.2,-3.4,3.22,1.78
SBNO1.AS1,12,-0.731,0.7,-1.1,0.54,0.25
ARHGAP26,1035,-0.732,0.2,-3.8,3.79,2.14
H2BC8,29,-0.732,0.6,-1.2,0.64,0.29
KIF27,53,-0.732,0.4,-1.9,1.19,0.58
VASH2,36,-0.732,0.5,-1.5,0.91,0.42
ARSD,420,-0.733,0.2,-3.4,3.16,1.75
CTTN,376,-0.733,0.5,-1.4,0.82,0.38
MMP25.AS1,84,-0.733,0.5,-1.4,0.79,0.37
NAP1L3,84,-0.733,0.4,-1.9,1.25,0.61
NAT8B,19,-0.733,0.6,-1.1,0.59,0.27
NDOR1,171,-0.733,0.3,-2.2,1.58,0.78
PLCL1,259,-0.733,0.3,-2.9,2.37,1.26
CDC42EP2,120,-0.734,0.3,-2.3,1.66,0.83
CPD,1790,-0.734,0.2,-4.3,4.75,2.66
LRRC24,7,-0.734,0.8,-0.9,0.43,0.19
MTMR3,1208,-0.734,0.2,-4.1,4.31,2.42
TRIM3,97,-0.734,0.4,-1.9,1.28,0.63
OAS3,1657,-0.735,0.4,-2,1.33,0.66
DOCK4,38,-0.736,0.5,-1.5,0.88,0.41
TAF6L,98,-0.736,0.3,-2.5,1.87,0.95
ADGRE2,963,-0.737,0.3,-2.6,2.02,1.04
PBX1,117,-0.737,0.5,-1.6,0.94,0.44
YEATS2.AS1,8,-0.737,0.9,-0.8,0.38,0.17
TSHZ3,137,-0.738,0.3,-2.5,1.95,1
ZZEF1,1008,-0.738,0.2,-3.1,2.71,1.46
AGAP9,23,-0.739,0.6,-1.2,0.64,0.29
HGD,71,-0.739,0.5,-1.6,0.95,0.44
LINC00472,48,-0.739,0.4,-1.8,1.19,0.58
SLX1A.SULT1A3,104,-0.739,0.6,-1.3,0.68,0.31
UBA7,1241,-0.739,0.4,-2,1.37,0.68
ZNF8.ERVK3.1,11,-0.739,0.7,-1.1,0.58,0.26
TPCN1,691,-0.74,0.3,-2.6,2.02,1.04
CUEDC1,121,-0.741,0.3,-2.3,1.7,0.85
PLPPR2,405,-0.741,0.3,-2.6,2.08,1.08
PLXNA3,139,-0.741,0.6,-1.3,0.72,0.33
MCTP1,642,-0.742,0.3,-2.6,2.06,1.07
PPM1K.DT,7,-0.743,0.8,-1,0.48,0.21
TM7SF3.AS1,33,-0.743,0.6,-1.2,0.62,0.28
LINC02035,167,-0.744,0.4,-1.9,1.26,0.62
DICER1,1372,-0.745,0.2,-4.8,5.82,3.25
NFAM1,2131,-0.745,0.3,-2.6,2.01,1.03
ZNF841,93,-0.745,0.3,-2.5,1.88,0.96
CPED1,228,-0.746,0.3,-2.8,2.33,1.23
SNHG22,23,-0.746,0.5,-1.5,0.88,0.41
TNK2,683,-0.746,0.3,-2.4,1.83,0.93
TUBB1,5176,-0.746,0.5,-1.4,0.78,0.36
EPPK1,26,-0.748,0.4,-1.8,1.13,0.55
RSKR,59,-0.748,0.6,-1.3,0.74,0.34
PYGL,1395,-0.749,0.3,-2.7,2.11,1.1
TNFRSF25,289,-0.749,0.5,-1.6,1,0.47
CYP4F22,67,-0.75,0.3,-2.2,1.51,0.75
FCHO2,210,-0.75,0.3,-2.6,2.02,1.04
ST20.AS1,99,-0.75,0.3,-2.9,2.4,1.27
DNAH1,165,-0.751,0.7,-1,0.52,0.23
SLC12A7,690,-0.751,0.2,-3.3,3.06,1.68
ERMN,34,-0.752,0.6,-1.2,0.67,0.31
OTUD3,156,-0.752,0.3,-2.2,1.55,0.77
SLC26A6,154,-0.752,0.4,-1.8,1.14,0.55
ETNK2,19,-0.753,0.4,-1.7,1.07,0.51
ITGAM,3033,-0.753,0.3,-2.9,2.37,1.26
MIR23AHG,181,-0.753,0.8,-1,0.48,0.22
PLD2,178,-0.754,0.4,-1.8,1.19,0.58
SFRP5,10,-0.754,0.8,-1,0.5,0.22
SLC24A3,38,-0.754,0.5,-1.4,0.82,0.38
TTN,102,-0.754,0.4,-1.8,1.13,0.55
BMP6,211,-0.755,0.6,-1.3,0.68,0.31
D2HGDH,76,-0.756,0.4,-1.8,1.13,0.54
DNAAF19,12,-0.756,0.6,-1.3,0.69,0.32
ITPRIPL2,249,-0.756,0.3,-2.3,1.71,0.86
MAMDC4,17,-0.756,0.7,-1,0.51,0.23
NPHP4,65,-0.758,0.3,-2.7,2.1,1.09
UTS2,31,-0.758,0.5,-1.6,0.93,0.43
CCDC170,64,-0.759,0.3,-2.8,2.31,1.22
ME3,16,-0.759,0.6,-1.3,0.74,0.34
PCED1A,202,-0.759,0.3,-2.7,2.14,1.12
RAB3D,1123,-0.759,0.3,-3,2.51,1.34
SYT15B,9,-0.759,0.6,-1.3,0.68,0.31
CELF6,10,-0.76,1.1,-0.7,0.31,0.14
CLN3,578,-0.76,0.3,-2.6,1.99,1.02
NSUN5P2.1,239,-0.76,0.6,-1.3,0.73,0.34
ARHGEF10L,340,-0.761,0.3,-2.6,2,1.03
DLG4,264,-0.761,0.3,-2.4,1.82,0.92
PAN2,514,-0.761,0.5,-1.7,1.02,0.48
RAD51.AS1,77,-0.761,0.5,-1.4,0.82,0.38
SLITRK5,9,-0.762,0.6,-1.2,0.67,0.31
ZNF571.AS1,10,-0.762,0.6,-1.3,0.69,0.32
LINC02975,79,-0.763,0.3,-2.4,1.78,0.9
MIR4453HG,33,-0.763,0.3,-2.2,1.55,0.77
PADI4,435,-0.763,0.3,-2.5,1.89,0.96
FBXL2,9,-0.764,0.4,-1.7,1.08,0.52
HGS,496,-0.765,0.3,-2.6,2.05,1.06
LINC02870,8,-0.765,0.5,-1.5,0.88,0.41
MICAL2,949,-0.765,0.2,-3.5,3.36,1.87
ZNF225.AS1,62,-0.765,0.9,-0.8,0.4,0.18
GHRLOS,14,-0.766,0.5,-1.6,0.96,0.45
NCR3LG1,17,-0.766,0.4,-1.7,1.08,0.51
PNMA3,18,-0.766,0.6,-1.2,0.67,0.31
RCN3,70,-0.768,0.5,-1.4,0.8,0.37
CHMP3.AS1,18,-0.769,0.6,-1.2,0.65,0.3
CLEC6A,47,-0.769,0.5,-1.5,0.86,0.4
ANKRD36BP1,30,-0.77,0.8,-0.9,0.46,0.2
ILDR2,16,-0.77,0.8,-1,0.48,0.22
IRS2,568,-0.771,0.2,-3.6,3.43,1.91
MIRLET7IHG,24,-0.771,0.4,-1.8,1.13,0.54
TCEAL2,8,-0.771,0.7,-1,0.53,0.24
ZCCHC14,240,-0.771,0.1,-5.1,6.57,3.73
UBXN11,690,-0.772,0.4,-1.8,1.17,0.56
LENG8.AS1,26,-0.774,0.5,-1.5,0.84,0.39
PRADX,7,-0.774,1.1,-0.7,0.34,0.15
CACNB1,56,-0.775,0.4,-2.1,1.49,0.74
CYTH3,180,-0.775,0.2,-4.5,5.14,2.87
IMPDH1P10,27,-0.775,0.3,-2.5,1.93,0.99
CDC42BPA,39,-0.776,0.3,-2.6,2.04,1.06
FADS1,313,-0.776,0.3,-2.6,1.98,1.02
PCGF3,401,-0.776,0.4,-2.2,1.51,0.75
DNAAF11,22,-0.777,0.8,-1,0.51,0.23
BAHCC1,50,-0.778,0.5,-1.5,0.88,0.41
KCND3,24,-0.778,0.6,-1.4,0.78,0.36
PI4KAP1.1,78,-0.778,0.5,-1.4,0.81,0.38
MATCAP1,42,-0.779,0.6,-1.4,0.77,0.36
MCM3AP.AS1,89,-0.779,0.4,-1.8,1.11,0.53
ALOX12,184,-0.78,0.5,-1.5,0.85,0.39
RORC,86,-0.78,0.4,-2.2,1.58,0.78
TSPOAP1,94,-0.78,0.5,-1.6,0.92,0.43
INSR,237,-0.784,0.3,-2.7,2.16,1.13
TNS1,175,-0.784,0.5,-1.5,0.86,0.4
KLF3.AS1,31,-0.785,0.5,-1.6,1,0.47
LINC01127,47,-0.785,0.5,-1.7,1.05,0.5
PRKCH.AS2,17,-0.785,0.5,-1.5,0.87,0.4
RAD9B,49,-0.785,0.4,-2.2,1.55,0.77
CASP1P2.1,19,-0.787,0.5,-1.7,1.03,0.49
MEIS1,134,-0.787,0.5,-1.7,1.01,0.47
CAMSAP2,124,-0.788,0.2,-3.4,3.12,1.72
MYH3,35,-0.788,0.8,-1,0.5,0.23
PDPR,848,-0.788,0.2,-3.5,3.32,1.84
PLA2G7,266,-0.79,0.3,-2.3,1.7,0.85
ZNF366,44,-0.79,0.4,-1.9,1.22,0.59
CTDSPL,346,-0.791,0.5,-1.5,0.87,0.4
DNM3,177,-0.791,0.5,-1.6,0.96,0.45
EPHX1,133,-0.791,0.3,-3,2.58,1.38
DOCK3,10,-0.792,0.5,-1.6,1,0.47
HLA.DRB5,3850,-0.792,0.8,-1,0.49,0.22
NOTCH2NLC,255,-0.793,0.4,-2,1.39,0.69
PCYT1B,44,-0.793,0.6,-1.4,0.81,0.37
CHD6,728,-0.795,0.2,-4.3,4.82,2.71
KCNJ14,8,-0.795,0.5,-1.5,0.86,0.4
SEPTIN7P13.1,62,-0.795,0.4,-2,1.37,0.68
TTC14,488,-0.795,0.4,-2.3,1.61,0.8
BEND2,278,-0.796,0.5,-1.5,0.87,0.41
BTAF1,988,-0.796,0.4,-2.3,1.62,0.8
CPM,226,-0.796,0.3,-2.4,1.76,0.89
MARK2P16,7,-0.796,0.6,-1.4,0.76,0.35
SRCAP,424,-0.796,0.3,-2.4,1.74,0.88
LINC01237,51,-0.797,0.4,-1.9,1.23,0.6
MROH1,182,-0.797,0.3,-2.8,2.25,1.17
NCR1,51,-0.797,0.5,-1.6,0.94,0.44
BMP1,43,-0.798,0.3,-2.3,1.68,0.84
CYP2T1P.1,22,-0.798,0.4,-2,1.35,0.67
CCDC200,9,-0.799,0.7,-1.1,0.59,0.27
LINC02280,8,-0.8,0.8,-1,0.5,0.23
S1PR3,297,-0.8,0.4,-2.2,1.61,0.8
SEPTIN5,255,-0.8,0.6,-1.4,0.77,0.36
SIK1,60,-0.8,1,-0.8,0.36,0.16
ADAMTS1,53,-0.801,0.7,-1.2,0.64,0.29
PKD1P1,68,-0.801,1.1,-0.8,0.35,0.15
BEND3P3,7,-0.803,0.5,-1.6,0.96,0.45
FMNL1.DT,183,-0.803,0.6,-1.3,0.75,0.34
LINC03073,11,-0.805,0.7,-1.2,0.66,0.3
MAN2A2,837,-0.805,0.3,-2.3,1.68,0.84
RAB44,86,-0.805,0.4,-2,1.39,0.69
SNRPA1.DT,8,-0.806,0.8,-1,0.53,0.24
TBC1D30,26,-0.806,0.3,-2.6,2,1.03
CPEB4,541,-0.807,0.2,-3.9,3.95,2.24
DLEC1,53,-0.807,0.8,-1,0.52,0.23
CSAD,78,-0.808,0.8,-1,0.49,0.22
GOLGA8N,192,-0.808,0.4,-2.1,1.47,0.73
NLRP12,485,-0.808,0.3,-2.3,1.72,0.86
MITF,111,-0.809,0.3,-2.7,2.13,1.11
SPATA20,175,-0.809,0.4,-1.9,1.2,0.59
TNXB,26,-0.809,0.7,-1.2,0.67,0.31
BAIAP2.DT,349,-0.81,0.2,-3.6,3.58,2.01
C15orf62,17,-0.81,0.4,-2.1,1.48,0.73
DGKG,118,-0.81,0.3,-2.5,1.89,0.96
GAB2,569,-0.81,0.3,-2.7,2.11,1.1
EDAR,85,-0.811,0.4,-2,1.35,0.67
IDUA,89,-0.811,0.4,-2.2,1.56,0.77
AGBL3,26,-0.812,0.5,-1.7,1.06,0.51
ALDH1A3.AS1,9,-0.812,0.6,-1.5,0.85,0.39
MAML3,206,-0.812,0.3,-3.1,2.71,1.46
C17orf113,15,-0.813,0.4,-1.8,1.17,0.57
PILRB,232,-0.813,0.6,-1.4,0.82,0.38
CEACAM19,8,-0.814,0.8,-1,0.52,0.24
DIAPH2.AS1,17,-0.815,0.5,-1.5,0.89,0.42
ST6GALNAC2,26,-0.815,0.6,-1.5,0.85,0.39
CD302,3439,-0.816,0.3,-2.9,2.4,1.27
ITSN1,124,-0.816,0.3,-2.9,2.43,1.29
CAVIN2,3807,-0.817,0.5,-1.6,0.92,0.43
PARD3B,9,-0.817,0.7,-1.2,0.65,0.3
TPH1,7,-0.817,0.6,-1.3,0.71,0.33
MN1,16,-0.818,0.5,-1.7,1.03,0.49
PKD1P6,17,-0.819,1.4,-0.6,0.26,0.11
SIGLEC5.1,499,-0.819,0.2,-3.4,3.23,1.78
STIMATE.MUSTN1,87,-0.819,0.6,-1.4,0.8,0.37
CYP1B1,1201,-0.82,0.3,-2.4,1.82,0.92
PIH1D2,25,-0.82,0.9,-0.9,0.41,0.18
CARMIL3,10,-0.821,0.7,-1.1,0.59,0.27
CLMN,433,-0.821,0.3,-2.8,2.35,1.25
H1.0,831,-0.821,0.2,-3.8,3.82,2.16
NOXA1,17,-0.821,0.5,-1.8,1.16,0.56
LINC02757,10,-0.822,0.6,-1.4,0.77,0.35
CMTM4,63,-0.823,0.4,-2.1,1.41,0.7
DBF4B,28,-0.824,0.4,-2.3,1.63,0.81
LCAT,26,-0.824,0.6,-1.4,0.78,0.36
LINC01176,17,-0.824,0.6,-1.3,0.72,0.33
PKD1P4,36,-0.824,1.2,-0.7,0.31,0.13
KLHDC7B.DT,8,-0.825,0.6,-1.4,0.78,0.36
MIAT,344,-0.825,0.8,-1,0.53,0.24
WDR11.DT,116,-0.825,0.5,-1.5,0.89,0.41
NKTR,974,-0.826,0.5,-1.8,1.1,0.53
DSCR9,26,-0.827,0.4,-2.3,1.72,0.87
ARHGAP32,147,-0.828,0.2,-3.6,3.5,1.96
KBTBD11,421,-0.828,0.2,-4.2,4.55,2.57
LIN7A,205,-0.828,0.4,-2.1,1.43,0.71
LTK,48,-0.828,0.3,-2.7,2.13,1.11
CPAMD8,67,-0.829,0.4,-2.2,1.59,0.79
PLEKHA8P1,40,-0.829,0.5,-1.6,0.95,0.45
CXCR2,224,-0.83,0.3,-2.9,2.38,1.26
GUCA1B,9,-0.83,0.5,-1.6,0.96,0.45
RPS6KA2,104,-0.831,0.3,-3,2.53,1.35
SLC13A4,6,-0.831,0.9,-1,0.48,0.22
LINC02256,15,-0.833,0.6,-1.4,0.76,0.35
TPBG,7,-0.833,0.5,-1.8,1.13,0.54
H2BC7,7,-0.834,0.8,-1.1,0.53,0.24
PIDD1,86,-0.835,0.5,-1.8,1.17,0.57
CDC42BPB,243,-0.837,0.3,-3.3,3.07,1.69
PRRG4,267,-0.837,0.3,-2.7,2.16,1.13
OCLN,46,-0.838,0.7,-1.2,0.61,0.28
CREB5,401,-0.839,0.4,-2.2,1.52,0.75
LINC00173,19,-0.84,0.6,-1.4,0.82,0.38
ARHGAP21,624,-0.841,0.3,-2.7,2.19,1.14
ENO3,35,-0.841,0.5,-1.8,1.16,0.56
FHL3,272,-0.841,0.3,-3.3,3.03,1.66
PTAFR,1856,-0.841,0.3,-2.9,2.46,1.31
TLDC2,49,-0.841,0.5,-1.7,1.09,0.52
PLXDC2,1880,-0.842,0.3,-2.9,2.42,1.28
USP50,16,-0.842,0.7,-1.1,0.59,0.27
MEX3B,13,-0.843,0.4,-2,1.34,0.66
AREG,7,-0.844,0.7,-1.3,0.71,0.33
BRWD3,580,-0.844,0.2,-5.2,6.67,3.81
CCDC136,21,-0.844,0.5,-1.8,1.16,0.56
CYP4F35P.1,9,-0.844,0.5,-1.6,0.98,0.46
GRAPL,42,-0.844,0.5,-1.7,1.02,0.48
EOLA2.DT,30,-0.845,1.1,-0.8,0.36,0.16
NPIPB15,15,-0.845,1,-0.9,0.43,0.19
PCF11.AS1,14,-0.845,1,-0.8,0.39,0.17
FAM229A,42,-0.846,0.6,-1.4,0.75,0.35
LGALS9B,27,-0.846,0.7,-1.2,0.6,0.28
CFAP92,12,-0.847,0.5,-1.7,1.04,0.49
MEFV,1424,-0.847,0.3,-2.9,2.47,1.31
TECPR2,235,-0.847,0.2,-4.9,6.05,3.38
SCAMP5,79,-0.848,0.5,-1.7,1.05,0.5
PDE4DIPP2,48,-0.849,0.6,-1.5,0.85,0.39
DAGLA,46,-0.85,0.3,-2.6,2.03,1.05
LONRF3,115,-0.85,0.2,-4.3,4.69,2.63
MALAT1,2314,-0.85,0.5,-1.6,0.97,0.45
RFX2,79,-0.85,0.3,-2.6,2.03,1.05
APOLD1,21,-0.851,0.5,-1.7,1.06,0.5
CCDC39,26,-0.851,0.7,-1.1,0.6,0.27
CLDND2,7,-0.851,0.5,-1.8,1.19,0.58
GLT1D1,557,-0.851,0.3,-2.7,2.14,1.12
SLC16A5,84,-0.851,0.4,-2.4,1.74,0.88
AK1,36,-0.852,0.8,-1,0.52,0.24
FADS2,204,-0.853,0.4,-2.3,1.61,0.8
MYBPC3,10,-0.853,1,-0.9,0.43,0.19
ZBTB46,40,-0.853,0.4,-2.4,1.78,0.9
KDM5C,933,-0.854,0.3,-3.4,3.11,1.72
PHLDA3,8,-0.854,0.5,-1.6,0.92,0.43
AJAP1,7,-0.855,0.6,-1.5,0.84,0.39
NPEPL1,341,-0.855,0.4,-2.1,1.5,0.74
APOL4,31,-0.857,0.4,-2.1,1.46,0.73
LINC01355,17,-0.857,0.9,-0.9,0.46,0.2
NR6A1,19,-0.857,0.5,-1.9,1.22,0.59
JAKMIP3,13,-0.858,0.6,-1.4,0.79,0.37
CARD14,12,-0.859,0.7,-1.2,0.63,0.29
DGKK,28,-0.859,0.7,-1.3,0.69,0.32
SAP25,20,-0.859,0.8,-1.1,0.56,0.26
SDK1,6,-0.859,0.7,-1.3,0.7,0.32
NEURL4,260,-0.86,0.4,-1.9,1.28,0.63
PPM1H,65,-0.86,0.3,-2.7,2.22,1.16
CYP2B7P.1,14,-0.861,0.8,-1,0.52,0.24
LOXHD1,27,-0.861,0.5,-1.9,1.22,0.59
SBSPON,9,-0.861,0.5,-1.7,1.07,0.51
CASZ1,68,-0.862,0.2,-3.8,3.92,2.22
DCBLD2,29,-0.862,0.3,-2.5,1.87,0.95
TPCN2,276,-0.862,0.2,-3.9,4.04,2.28
GTF2IP1,135,-0.863,1.5,-0.6,0.24,0.1
KSR1,396,-0.863,0.4,-2.5,1.86,0.94
LINC02979,7,-0.863,0.6,-1.4,0.78,0.36
VLDLR,13,-0.863,0.4,-2.1,1.48,0.73
AP4B1.AS1,24,-0.864,0.5,-1.7,1.03,0.49
APPAT,60,-0.864,0.7,-1.3,0.69,0.32
CCDC18.AS1,119,-0.864,0.5,-1.8,1.11,0.54
TEPSIN,218,-0.864,0.5,-1.6,1,0.47
PLCB1,201,-0.866,0.3,-3.4,3.23,1.78
PNN,1203,-0.866,0.3,-3,2.57,1.37
SIPA1L2,79,-0.866,0.3,-2.7,2.1,1.09
PVR,164,-0.867,0.3,-3,2.61,1.4
CAPN3,93,-0.869,0.6,-1.5,0.91,0.42
EBLN2,19,-0.869,0.6,-1.5,0.87,0.4
MTND1P23,142,-0.869,0.6,-1.5,0.91,0.42
FAM88E,10,-0.87,0.9,-1,0.5,0.23
ERG,11,-0.871,0.7,-1.3,0.69,0.32
SLC22A15,174,-0.871,0.4,-2.1,1.5,0.74
EMICERI,26,-0.872,0.6,-1.4,0.78,0.36
POMT2,68,-0.873,0.5,-1.6,0.99,0.47
TGFB2,13,-0.875,0.8,-1.1,0.57,0.26
NCF1C.1,606,-0.876,0.4,-2.3,1.66,0.83
ZNF660,23,-0.876,0.5,-1.6,0.97,0.45
IRAK3,1572,-0.877,0.3,-3,2.64,1.42
YJEFN3,23,-0.877,0.8,-1.1,0.54,0.25
ABCC3,391,-0.878,0.4,-2.3,1.61,0.8
